n,n_w,p,kappa,noise_std,lambda,R_squared_ind,R_squared_sum
7500,1000,10000,0.5,3.0,6.569090909090908,0.022846299248634846,1.5151181797881403
7500,1000,10000,0.5,3.0,6.67,0.022865125600183344,1.5154023693720022
7500,1000,10000,0.5,3.0,6.7709090909090905,0.022883605358515594,1.5156785073794408
7500,1000,10000,0.5,3.0,6.871818181818181,0.022901747325458008,1.5159468406106757
7500,1000,10000,0.5,3.0,6.972727272727273,0.02291956001366278,1.5162076067403971
7500,1000,10000,0.5,3.0,7.073636363636363,0.022937051658357972,1.516461034722501
7500,1000,10000,0.5,3.0,7.174545454545454,0.02295423022852653,1.516707345173708
7500,1000,10000,0.5,3.0,7.275454545454545,0.022971103437546755,1.5169467507373233
7500,1000,10000,0.5,3.0,7.376363636363636,0.022987678753324456,1.5171794564283323
7500,1000,10000,0.5,3.0,7.477272727272727,0.023003963407944906,1.5174056599609418
7500,1000,10000,0.5,3.0,7.578181818181818,0.023019964406871363,1.5176255520595825
7500,1000,10000,0.5,3.0,7.679090909090909,0.02303568853771468,1.5178393167543525
7500,1000,10000,0.5,3.0,7.779999999999999,0.023051142378597577,1.518047131661787
7500,1000,10000,0.5,3.0,7.880909090909091,0.023066332306135112,1.5182491682518018
7500,1000,10000,0.5,3.0,7.981818181818181,0.023081264503052198,1.5184455921015925
7500,1000,10000,0.5,3.0,8.082727272727272,0.02309594496545695,1.5186365631372252
7500,1000,10000,0.5,3.0,8.183636363636364,0.023110379509788413,1.5188222358636074
7500,1000,10000,0.5,3.0,8.284545454545453,0.02312457377945538,1.5190027595834792
7500,1000,10000,0.5,3.0,8.385454545454545,0.023138533251182317,1.5191782786060377
7500,1000,10000,0.5,3.0,8.486363636363636,0.02315226324107744,1.5193489324457454
7500,1000,10000,0.5,3.0,8.587272727272726,0.02316576891043731,1.5195148560118712
7500,1000,10000,0.5,3.0,8.688181818181818,0.023179055271300885,1.5196761797892497
7500,1000,10000,0.5,3.0,8.789090909090909,0.023192127191766013,1.5198330300107312
7500,1000,10000,0.5,3.0,8.889999999999999,0.023204989401079765,1.5199855288217625
7500,1000,10000,0.5,3.0,8.99090909090909,0.02321764649451434,1.5201337944375137
7500,1000,10000,0.5,3.0,9.091818181818182,0.023230102938038483,1.5202779412929324
7500,1000,10000,0.5,3.0,9.192727272727272,0.023242363072794855,1.5204180801861011
7500,1000,10000,0.5,3.0,9.293636363636365,0.023254431119392426,1.520554318415235
7500,1000,10000,0.5,3.0,9.394545454545456,0.023266311182022985,1.5206867599096483
7500,1000,10000,0.5,3.0,9.495454545454544,0.023278007252410044,1.5208155053549877
7500,1000,10000,0.5,3.0,9.596363636363636,0.023289523213598024,1.5209406523130369
7500,1000,10000,0.5,3.0,9.697272727272727,0.023300862843589457,1.5210622953363413
7500,1000,10000,0.5,3.0,9.798181818181815,0.023312029818837038,1.5211805260779299
7500,1000,10000,0.5,3.0,9.899090909090908,0.023323027717597408,1.5212954333963635
7500,1000,10000,0.5,3.0,10.0,0.02333386002315301,1.5214071034563441
7500,1000,10000,0.9,0.5,0.01,0.17993469137966359,0.9905241126015687
7500,1000,10000,0.9,0.5,0.1109090909090909,0.18065420618671915,0.9920030497249205
7500,1000,10000,0.9,0.5,0.2118181818181818,0.18134375222793905,0.9933996088003991
7500,1000,10000,0.9,0.5,0.3127272727272727,0.18200513019164333,0.9947195279282868
7500,1000,10000,0.9,0.5,0.4136363636363636,0.18263999567104322,0.995968035181032
7500,1000,10000,0.9,0.5,0.5145454545454545,0.1832498739325605,0.9971499043723487
7500,1000,10000,0.9,0.5,0.6154545454545455,0.1838361728686361,0.9982695035840508
7500,1000,10000,0.9,0.5,0.7163636363636363,0.18440019439581687,0.9993308375368245
7500,1000,10000,0.9,0.5,0.8172727272727273,0.18494314451620691,1.0003375847070326
7500,1000,10000,0.9,0.5,0.9181818181818182,0.18546614222548657,1.0012931299421493
7500,1000,10000,0.9,0.5,1.019090909090909,0.18597022742206243,1.002200593205543
7500,1000,10000,0.9,0.5,1.12,0.18645636794828455,1.0030628549813485
7500,1000,10000,0.9,0.5,1.220909090909091,0.18692546587508319,1.0038825787878443
7500,1000,10000,0.9,0.5,1.3218181818181818,0.1873783631250732,1.004662231179638
7500,1000,10000,0.9,0.5,1.4227272727272726,0.18781584651554564,1.0054040995623412
7500,1000,10000,0.9,0.5,1.5236363636363637,0.18823865229132677,1.006110308096212
7500,1000,10000,0.9,0.5,1.6245454545454543,0.18864747020784559,1.0067828319256764
7500,1000,10000,0.9,0.5,1.7254545454545454,0.1890429472166016,1.007423509938391
7500,1000,10000,0.9,0.5,1.8263636363636364,0.189425690798308,1.0080340562294616
7500,1000,10000,0.9,0.5,1.9272727272727272,0.18979627198309776,1.0086160704226765
7500,1000,10000,0.9,0.5,2.028181818181818,0.19015522809214896,1.0091710469804491
7500,1000,10000,0.9,0.5,2.129090909090909,0.19050306523077903,1.0097003836169762
7500,1000,10000,0.9,0.5,2.2299999999999995,0.19084026055935246,1.010205388914435
7500,1000,10000,0.9,0.5,2.3309090909090906,0.19116726436515732,1.0106872892294518
7500,1000,10000,0.9,0.5,2.4318181818181817,0.19148450195564767,1.0111472349662693
7500,1000,10000,0.9,0.5,2.5327272727272723,0.1917923753910609,1.0115863062836974
7500,1000,10000,0.9,0.5,2.6336363636363638,0.1920912650723437,1.012005518294902
7500,1000,10000,0.9,0.5,2.7345454545454544,0.19238153119851487,1.0124058258120956
7500,1000,10000,0.9,0.5,2.835454545454545,0.19266351510601523,1.0127881276821409
7500,1000,10000,0.9,0.5,2.936363636363636,0.19293754050121734,1.0131532707538087
7500,1000,10000,0.9,0.5,3.037272727272727,0.19320391459605765,1.0135020535128314
7500,1000,10000,0.9,0.5,3.1381818181818177,0.19346292915569321,1.0138352294168818
7500,1000,10000,0.9,0.5,3.239090909090909,0.19371486146614778,1.0141535099590764
7500,1000,10000,0.9,0.5,3.34,0.19395997522909067,1.0144575674855212
7500,1000,10000,0.9,0.5,3.4409090909090905,0.19419852139016022,1.0147480377896982
7500,1000,10000,0.9,0.5,3.541818181818181,0.19443073890660043,1.015025522504092
7500,1000,10000,0.9,0.5,3.6427272727272726,0.19465685545940561,1.015290591307351
7500,1000,10000,0.9,0.5,3.743636363636363,0.19487708811466103,1.0155437839634012
7500,1000,10000,0.9,0.5,3.8445454545454543,0.19509164393831294,1.015785612207271
7500,1000,10000,0.9,0.5,3.945454545454545,0.19530072056820016,1.0160165614909333
7500,1000,10000,0.9,0.5,4.046363636363636,0.19550450674681716,1.0162370926011413
7500,1000,10000,0.9,0.5,4.147272727272727,0.1957031828179571,1.016447643160085
7500,1000,10000,0.9,0.5,4.248181818181818,0.19589692119009572,1.0166486290186638
7500,1000,10000,0.9,0.5,4.349090909090909,0.19608588676911573,1.0168404455512252
7500,1000,10000,0.9,0.5,4.449999999999999,0.1962702373627417,1.0170234688598083
7500,1000,10000,0.9,0.5,4.550909090909091,0.19645012405884357,1.017198056895186
7500,1000,10000,0.9,0.5,4.651818181818181,0.19662569157958065,1.0173645505013227
7500,1000,10000,0.9,0.5,4.752727272727272,0.1967970786131863,1.0175232743892852
7500,1000,10000,0.9,0.5,4.853636363636364,0.19696441812504195,1.0176745380460894
7500,1000,10000,0.9,0.5,4.954545454545454,0.19712783764954786,1.017818636583493
7500,1000,10000,0.9,0.5,5.055454545454545,0.19728745956417523,1.0179558515313065
7500,1000,10000,0.9,0.5,5.156363636363636,0.19744340134696764,1.0180864515793913
7500,1000,10000,0.9,0.5,5.257272727272727,0.1975957758186585,1.0182106932721755
7500,1000,10000,0.9,0.5,5.3581818181818175,0.19774469137047695,1.0183288216591744
7500,1000,10000,0.9,0.5,5.459090909090909,0.1978902521786277,1.0184410709047325
7500,1000,10000,0.9,0.5,5.56,0.1980325584063548,1.0185476648599214
7500,1000,10000,0.9,0.5,5.66090909090909,0.1981717063944272,1.0186488175992992
7500,1000,10000,0.9,0.5,5.761818181818182,0.19830778884081937,1.018744733925012
7500,1000,10000,0.9,0.5,5.862727272727272,0.19844089497030157,1.0188356098405247
7500,1000,10000,0.9,0.5,5.963636363636363,0.19857111069460026,1.0189216329960835
7500,1000,10000,0.9,0.5,6.064545454545455,0.19869851876373906,1.0190029831078464
7500,1000,10000,0.9,0.5,6.165454545454545,0.19882319890912786,1.0190798323524768
7500,1000,10000,0.9,0.5,6.266363636363636,0.1989452279789216,1.019152345738843
7500,1000,10000,0.9,0.5,6.367272727272727,0.19906468006613845,1.0192206814583529
7500,1000,10000,0.9,0.5,6.468181818181818,0.1991816266299851,1.0192849912153386
7500,1000,10000,0.9,0.5,6.569090909090908,0.1992961366108117,1.019345420538784
7500,1000,10000,0.9,0.5,6.67,0.19940827653908386,1.019402109076616
7500,1000,10000,0.9,0.5,6.7709090909090905,0.19951811063873492,1.019455190873673
7500,1000,10000,0.9,0.5,6.871818181818181,0.19962570092523624,1.0195047946343896
7500,1000,10000,0.9,0.5,6.972727272727273,0.19973110729869892,1.0195510439711621
7500,1000,10000,0.9,0.5,7.073636363636363,0.19983438763230077,1.019594057639292
7500,1000,10000,0.9,0.5,7.174545454545454,0.19993559785631085,1.0196339497593332
7500,1000,10000,0.9,0.5,7.275454545454545,0.2000347920379671,1.0196708300276278
7500,1000,10000,0.9,0.5,7.376363636363636,0.2001320224574451,1.0197048039157344
7500,1000,10000,0.9,0.5,7.477272727272727,0.20022733968014012,1.019735972859434
7500,1000,10000,0.9,0.5,7.578181818181818,0.20032079262547098,1.019764434437931
7500,1000,10000,0.9,0.5,7.679090909090909,0.20041242863239994,1.0197902825438323
7500,1000,10000,0.9,0.5,7.779999999999999,0.20050229352185112,1.0198136075444468
7500,1000,10000,0.9,0.5,7.880909090909091,0.20059043165619794,1.0198344964349184
7500,1000,10000,0.9,0.5,7.981818181818181,0.2006768859959797,1.0198530329836546
7500,1000,10000,0.9,0.5,8.082727272727272,0.20076169815399708,1.0198692978705066
7500,1000,10000,0.9,0.5,8.183636363636364,0.20084490844692776,1.0198833688181057
7500,1000,10000,0.9,0.5,8.284545454545453,0.2009265559445935,1.0198953207167458
7500,1000,10000,0.9,0.5,8.385454545454545,0.20100667851700318,1.0199052257431753
7500,1000,10000,0.9,0.5,8.486363636363636,0.2010853128792894,1.0199131534736388
7500,1000,10000,0.9,0.5,8.587272727272726,0.2011624946346457,1.0199191709914814
7500,1000,10000,0.9,0.5,8.688181818181818,0.20123825831537057,1.0199233429896224
7500,1000,10000,0.9,0.5,8.789090909090909,0.20131263742211317,1.019925731868171
7500,1000,10000,0.9,0.5,8.889999999999999,0.20138566446141293,1.01992639782745
7500,1000,10000,0.9,0.5,8.99090909090909,0.20145737098161917,1.0199253989566717
7500,1000,10000,0.9,0.5,9.091818181818182,0.20152778760727152,1.0199227913185036
7500,1000,10000,0.9,0.5,9.192727272727272,0.20159694407201859,1.019918629029733
7500,1000,10000,0.9,0.5,9.293636363636365,0.20166486925014504,1.019912964338242
7500,1000,10000,0.9,0.5,9.394545454545456,0.2017315911867779,1.0199058476964822
7500,1000,10000,0.9,0.5,9.495454545454544,0.20179713712683411,1.0198973278316332
7500,1000,10000,0.9,0.5,9.596363636363636,0.2018615335427713,1.0198874518126106
7500,1000,10000,0.9,0.5,9.697272727272727,0.20192480616119862,1.0198762651140916
7500,1000,10000,0.9,0.5,9.798181818181815,0.20198697998840254,1.0198638116777021
7500,1000,10000,0.9,0.5,9.899090909090908,0.20204807933483793,1.019850133970515
7500,1000,10000,0.9,0.5,10.0,0.20210812783863422,1.0198352730409885
7500,1000,10000,0.9,2.0,0.01,0.00459646014350358,1.7223983338465623
7500,1000,10000,0.9,2.0,0.1109090909090909,0.0046236780948703685,1.725305830947889
7500,1000,10000,0.9,2.0,0.2118181818181818,0.004649940238003098,1.728052836863178
7500,1000,10000,0.9,2.0,0.3127272727272727,0.004675300370767154,1.7306507895914651
7500,1000,10000,0.9,2.0,0.4136363636363636,0.004699808174064047,1.7331100887035737
7500,1000,10000,0.9,2.0,0.5145454545454545,0.004723509604210794,1.7354402103499587
7500,1000,10000,0.9,2.0,0.6154545454545455,0.004746447241100262,1.7376498072758948
7500,1000,10000,0.9,2.0,0.7163636363636363,0.004768660597838939,1.7397467960835695
7500,1000,10000,0.9,2.0,0.8172727272727273,0.004790186396739402,1.7417384336049984
7500,1000,10000,0.9,2.0,0.9181818181818182,0.004811058815854573,1.7436313839436486
7500,1000,10000,0.9,2.0,1.019090909090909,0.004831309709658727,1.7454317774922559
7500,1000,10000,0.9,2.0,1.12,0.004850968806985868,1.7471452630283915
7500,1000,10000,0.9,2.0,1.220909090909091,0.0048700638889172775,1.7487770538193155
7500,1000,10000,0.9,2.0,1.3218181818181818,0.004888620948952343,1.7503319685267034
7500,1000,10000,0.9,2.0,1.4227272727272726,0.004906664337492264,1.7518144675844445
7500,1000,10000,0.9,2.0,1.5236363636363637,0.004924216892404913,1.7532286856246924
7500,1000,10000,0.9,2.0,1.6245454545454543,0.00494130005721517,1.7545784604450765
7500,1000,10000,0.9,2.0,1.7254545454545454,0.004957933988272506,1.755867358940785
7500,1000,10000,0.9,2.0,1.8263636363636364,0.004974137652081241,1.7570987003668161
7500,1000,10000,0.9,2.0,1.9272727272727272,0.004989928913835558,1.7582755772461467
7500,1000,10000,0.9,2.0,2.028181818181818,0.005005324618076881,1.7594008741975429
7500,1000,10000,0.9,2.0,2.129090909090909,0.005020340662283344,1.7604772849208592
7500,1000,10000,0.9,2.0,2.2299999999999995,0.005034992064107329,1.7615073275470496
7500,1000,10000,0.9,2.0,2.3309090909090906,0.005049293022894958,1.7624933585338456
7500,1000,10000,0.9,2.0,2.4318181818181817,0.005063256976050395,1.7634375852654787
7500,1000,10000,0.9,2.0,2.5327272727272723,0.00507689665074481,1.7643420774954002
7500,1000,10000,0.9,2.0,2.6336363636363638,0.005090224111415581,1.7652087777541354
7500,1000,10000,0.9,2.0,2.7345454545454544,0.005103250803452541,1.7660395108298885
7500,1000,10000,0.9,2.0,2.835454545454545,0.005115987593426335,1.766835992416878
7500,1000,10000,0.9,2.0,2.936363636363636,0.005128444806176204,1.7675998370154193
7500,1000,10000,0.9,2.0,3.037272727272727,0.0051406322590415755,1.7683325651582007
7500,1000,10000,0.9,2.0,3.1381818181818177,0.00515255929349288,1.7690356100288505
7500,1000,10000,0.9,2.0,3.239090909090909,0.005164234804390984,1.7697103235315546
7500,1000,10000,0.9,2.0,3.34,0.005175667267081654,1.7703579818641062
7500,1000,10000,0.9,2.0,3.4409090909090905,0.005186864762511368,1.7709797906410991
7500,1000,10000,0.9,2.0,3.541818181818181,0.005197835000532228,1.7715768896090345
7500,1000,10000,0.9,2.0,3.6427272727272726,0.005208585341548024,1.7721503569907275
7500,1000,10000,0.9,2.0,3.743636363636363,0.005219122816638591,1.7727012134925355
7500,1000,10000,0.9,2.0,3.8445454545454543,0.005229454146287067,1.7732304260044986
7500,1000,10000,0.9,2.0,3.945454545454545,0.005239585757822917,1.7737389110204744
7500,1000,10000,0.9,2.0,4.046363636363636,0.0052495238016832535,1.7742275378026255
7500,1000,10000,0.9,2.0,4.147272727272727,0.0052592741665856545,1.7746971313122382
7500,1000,10000,0.9,2.0,4.248181818181818,0.005268842493697511,1.7751484749267283
7500,1000,10000,0.9,2.0,4.349090909090909,0.00527823418987901,1.7755823129607538
7500,1000,10000,0.9,2.0,4.449999999999999,0.005287454440070596,1.7759993530077005
7500,1000,10000,0.9,2.0,4.550909090909091,0.005296508218889253,1.7764002681162379
7500,1000,10000,0.9,2.0,4.651818181818181,0.00530540030149246,1.7767856988153168
7500,1000,10000,0.9,2.0,4.752727272727272,0.005314135273763921,1.7771562549997406
7500,1000,10000,0.9,2.0,4.853636363636364,0.005322717541870443,1.7775125176873525
7500,1000,10000,0.9,2.0,4.954545454545454,0.005331151341235214,1.7778550406578766
7500,1000,10000,0.9,2.0,5.055454545454545,0.005339440744969138,1.7781843519825966
7500,1000,10000,0.9,2.0,5.156363636363636,0.005347589671798468,1.778500955453214
7500,1000,10000,0.9,2.0,5.257272727272727,0.005355601893523899,1.7788053319175356
7500,1000,10000,0.9,2.0,5.3581818181818175,0.005363481042043349,1.7790979405289677
7500,1000,10000,0.9,2.0,5.459090909090909,0.005371230615968472,1.7793792199162175
7500,1000,10000,0.9,2.0,5.56,0.005378853986862142,1.7796495892790467
7500,1000,10000,0.9,2.0,5.66090909090909,0.005386354405122518,1.7799094494154604
7500,1000,10000,0.9,2.0,5.761818181818182,0.0053937350055368845,1.7801591836852637
7500,1000,10000,0.9,2.0,5.862727272727272,0.005400998812527139,1.7803991589144978
7500,1000,10000,0.9,2.0,5.963636363636363,0.005408148745106824,1.7806297262449442
7500,1000,10000,0.9,2.0,6.064545454545455,0.005415187621568289,1.7808512219325197
7500,1000,10000,0.9,2.0,6.165454545454545,0.005422118163917315,1.7810639680980935
7500,1000,10000,0.9,2.0,6.266363636363636,0.005428943002070835,1.7812682734339862
7500,1000,10000,0.9,2.0,6.367272727272727,0.005435664677832893,1.781464433869157
7500,1000,10000,0.9,2.0,6.468181818181818,0.005442285648662342,1.7816527331958445
7500,1000,10000,0.9,2.0,6.569090909090908,0.005448808291245106,1.7818334436602408
7500,1000,10000,0.9,2.0,6.67,0.00545523490488296,1.782006826519551
7500,1000,10000,0.9,2.0,6.7709090909090905,0.005461567714709749,1.7821731325676486
7500,1000,10000,0.9,2.0,6.871818181818181,0.005467808874745454,1.782332602631356
7500,1000,10000,0.9,2.0,6.972727272727273,0.005473960470797562,1.7824854680392257
7500,1000,10000,0.9,2.0,7.073636363636363,0.00548002452321884,1.7826319510645825
7500,1000,10000,0.9,2.0,7.174545454545454,0.005486002989529703,1.7827722653444418
7500,1000,10000,0.9,2.0,7.275454545454545,0.005491897766913041,1.7829066162758085
7500,1000,10000,0.9,2.0,7.376363636363636,0.0054977106945887965,1.7830352013907698
7500,1000,10000,0.9,2.0,7.477272727272727,0.005503443556075006,1.7831582107116666
7500,1000,10000,0.9,2.0,7.578181818181818,0.005509098081341816,1.7832758270875702
7500,1000,10000,0.9,2.0,7.679090909090909,0.0055146759488642234,1.7833882265131848
7500,1000,10000,0.9,2.0,7.779999999999999,0.005520178787579295,1.7834955784312374
7500,1000,10000,0.9,2.0,7.880909090909091,0.005525608178753011,1.783598046019319
7500,1000,10000,0.9,2.0,7.981818181818181,0.005530965657761622,1.7836957864621172
7500,1000,10000,0.9,2.0,8.082727272727272,0.005536252715792148,1.7837889512098648
7500,1000,10000,0.9,2.0,8.183636363636364,0.005541470801466285,1.78387768622383
7500,1000,10000,0.9,2.0,8.284545454545453,0.0055466213223917885,1.7839621322095776
7500,1000,10000,0.9,2.0,8.385454545454545,0.0055517056466452075,1.7840424248387017
7500,1000,10000,0.9,2.0,8.486363636363636,0.00555672510418932,1.7841186949596852
7500,1000,10000,0.9,2.0,8.587272727272726,0.005561680988228995,1.7841910687984939
7500,1000,10000,0.9,2.0,8.688181818181818,0.005566574556508242,1.7842596681494811
7500,1000,10000,0.9,2.0,8.789090909090909,0.005571407032551723,1.7843246105571335
7500,1000,10000,0.9,2.0,8.889999999999999,0.005576179606853414,1.7843860094891675
7500,1000,10000,0.9,2.0,8.99090909090909,0.00558089343801504,1.7844439745014378
7500,1000,10000,0.9,2.0,9.091818181818182,0.005585549653836773,1.784498611395114
7500,1000,10000,0.9,2.0,9.192727272727272,0.005590149352362694,1.7845500223665283
7500,1000,10000,0.9,2.0,9.293636363636365,0.005594693602882988,1.7845983061500954
7500,1000,10000,0.9,2.0,9.394545454545456,0.0055991834468951274,1.7846435581546556
7500,1000,10000,0.9,2.0,9.495454545454544,0.005603619899025989,1.7846858705936117
7500,1000,10000,0.9,2.0,9.596363636363636,0.00560800394791681,1.784725332609154
7500,1000,10000,0.9,2.0,9.697272727272727,0.0056123365570725885,1.784762030390906
7500,1000,10000,0.9,2.0,9.798181818181815,0.005616618665677817,1.7847960472892597
7500,1000,10000,0.9,2.0,9.899090909090908,0.0056208511893800096,1.784827463923679
7500,1000,10000,0.9,2.0,10.0,0.005625035021042423,1.784856358286224
7500,1000,10000,0.9,3.0,0.01,0.0014125435172833941,1.597286787234515
7500,1000,10000,0.9,3.0,0.1109090909090909,0.0014204634515594527,1.5999789382224967
7500,1000,10000,0.9,3.0,0.2118181818181818,0.0014282533201788886,1.6025182776384157
7500,1000,10000,0.9,3.0,0.3127272727272727,0.0014359157857152288,1.6049156382748213
7500,1000,10000,0.9,3.0,0.4136363636363636,0.0014434535029053744,1.6071808816988078
7500,1000,10000,0.9,3.0,0.5145454545454545,0.0014508691084799594,1.609323004377566
7500,1000,10000,0.9,3.0,0.6154545454545455,0.0014581652129092787,1.6113502301375535
7500,1000,10000,0.9,3.0,0.7163636363636363,0.0014653443937538222,1.613270090978323
7500,1000,10000,0.9,3.0,0.8172727272727273,0.0014724091903590025,1.6150894979255181
7500,1000,10000,0.9,3.0,0.9181818181818182,0.0014793620996759289,1.6168148033331626
7500,1000,10000,0.9,3.0,1.019090909090909,0.0014862055730249222,1.6184518558205334
7500,1000,10000,0.9,3.0,1.12,0.0014929420136477578,1.6200060488438448
7500,1000,10000,0.9,3.0,1.220909090909091,0.0014995737749191756,1.62148236374997
7500,1000,10000,0.9,3.0,1.3218181818181818,0.0015061031591086385,1.622885408032365
7500,1000,10000,0.9,3.0,1.4227272727272726,0.0015125324166002391,1.6242194494034816
7500,1000,10000,0.9,3.0,1.5236363636363637,0.0015188637454935927,1.6254884462093084
7500,1000,10000,0.9,3.0,1.6245454545454543,0.0015250992915199035,1.626696074637271
7500,1000,10000,0.9,3.0,1.7254545454545454,0.0015312411482183972,1.6278457531059773
7500,1000,10000,0.9,3.0,1.8263636363636364,0.0015372913573261989,1.6289406641722477
7500,1000,10000,0.9,3.0,1.9272727272727272,0.0015432519093424551,1.6299837742458552
7500,1000,10000,0.9,3.0,2.028181818181818,0.0015491247442334052,1.6309778513641238
7500,1000,10000,0.9,3.0,2.129090909090909,0.001554911752250305,1.6319254812457928
7500,1000,10000,0.9,3.0,2.2299999999999995,0.0015606147748365986,1.632829081815634
7500,1000,10000,0.9,3.0,2.3309090909090906,0.001566235605604222,1.633690916367221
7500,1000,10000,0.9,3.0,2.4318181818181817,0.001571775991362415,1.6345131055106383
7500,1000,10000,0.9,3.0,2.5327272727272723,0.0015772376331847227,1.6352976380340274
7500,1000,10000,0.9,3.0,2.6336363636363638,0.0015826221875024531,1.6360463807924828
7500,1000,10000,0.9,3.0,2.7345454545454544,0.0015879312672145418,1.6367610877244032
7500,1000,10000,0.9,3.0,2.835454545454545,0.0015931664428055544,1.6374434080837938
7500,1000,10000,0.9,3.0,2.936363636363636,0.001598329243464989,1.6380948939668847
7500,1000,10000,0.9,3.0,3.037272727272727,0.0016034211582020236,1.638717007202596
7500,1000,10000,0.9,3.0,3.1381818181818177,0.0016084436369511715,1.639311125668655
7500,1000,10000,0.9,3.0,3.239090909090909,0.0016133980916647305,1.6398785490883783
7500,1000,10000,0.9,3.0,3.34,0.0016182858973891887,1.6404205043572129
7500,1000,10000,0.9,3.0,3.4409090909090905,0.001623108393322912,1.6409381504428664
7500,1000,10000,0.9,3.0,3.541818181818181,0.0016278668838530547,1.641432582898266
7500,1000,10000,0.9,3.0,3.6427272727272726,0.0016325626395704035,1.6419048380224956
7500,1000,10000,0.9,3.0,3.743636363636363,0.0016371968982606944,1.6423558967012721
7500,1000,10000,0.9,3.0,3.8445454545454543,0.0016417708658717787,1.6427866879553203
7500,1000,10000,0.9,3.0,3.945454545454545,0.0016462857174559583,1.6431980922221712
7500,1000,10000,0.9,3.0,4.046363636363636,0.0016507425980871095,1.6435909443944
7500,1000,10000,0.9,3.0,4.147272727272727,0.0016551426237525562,1.6439660366350697
7500,1000,10000,0.9,3.0,4.248181818181818,0.0016594868822194886,1.6443241209891486
7500,1000,10000,0.9,3.0,4.349090909090909,0.0016637764338762395,1.6446659118078872
7500,1000,10000,0.9,3.0,4.449999999999999,0.0016680123125485606,1.6449920880015438
7500,1000,10000,0.9,3.0,4.550909090909091,0.0016721955262911734,1.6453032951344142
7500,1000,10000,0.9,3.0,4.651818181818181,0.0016763270581550821,1.6456001473748518
7500,1000,10000,0.9,3.0,4.752727272727272,0.001680407866931042,1.6458832293117933
7500,1000,10000,0.9,3.0,4.853636363636364,0.0016844388878696514,1.6461530976482934
7500,1000,10000,0.9,3.0,4.954545454545454,0.0016884210333786814,1.6464102827816243
7500,1000,10000,0.9,3.0,5.055454545454545,0.0016923551936980912,1.6466552902786646
7500,1000,10000,0.9,3.0,5.156363636363636,0.0016962422375534044,1.6468886022545428
7500,1000,10000,0.9,3.0,5.257272727272727,0.0017000830127879708,1.6471106786618162
7500,1000,10000,0.9,3.0,5.3581818181818175,0.0017038783469747248,1.6473219584968495
7500,1000,10000,0.9,3.0,5.459090909090909,0.0017076290480080513,1.647522860929493
7500,1000,10000,0.9,3.0,5.56,0.0017113359046763191,1.6477137863616604
7500,1000,10000,0.9,3.0,5.66090909090909,0.001714999687215766,1.647895117419933
7500,1000,10000,0.9,3.0,5.761818181818182,0.0017186211478461958,1.6480672198869135
7500,1000,10000,0.9,3.0,5.862727272727272,0.001722201021289212,1.6482304435756594
7500,1000,10000,0.9,3.0,5.963636363636363,0.001725740025269398,1.6483851231511895
7500,1000,10000,0.9,3.0,6.064545454545455,0.0017292388609991894,1.6485315789027322
7500,1000,10000,0.9,3.0,6.165454545454545,0.0017326982136477906,1.6486701174701033
7500,1000,10000,0.9,3.0,6.266363636363636,0.001736118752794851,1.6488010325273401
7500,1000,10000,0.9,3.0,6.367272727272727,0.001739501132869297,1.6489246054264675
7500,1000,10000,0.9,3.0,6.468181818181818,0.001742845993573893,1.6490411058040655
7500,1000,10000,0.9,3.0,6.569090909090908,0.0017461539602959403,1.649150792153102
7500,1000,10000,0.9,3.0,6.67,0.001749425644504767,1.6492539123623007
7500,1000,10000,0.9,3.0,6.7709090909090905,0.0017526616441362664,1.6493507042251674
7500,1000,10000,0.9,3.0,6.871818181818181,0.0017558625439650286,1.6494413959206182
7500,1000,10000,0.9,3.0,6.972727272727273,0.0017590289159645708,1.6495262064670326
7500,1000,10000,0.9,3.0,7.073636363636363,0.001762161319655929,1.649605346151404
7500,1000,10000,0.9,3.0,7.174545454545454,0.0017652603024451432,1.6496790169351627
7500,1000,10000,0.9,3.0,7.275454545454545,0.001768326399949998,1.6497474128381082
7500,1000,10000,0.9,3.0,7.376363636363636,0.0017713601363163614,1.6498107203018173
7500,1000,10000,0.9,3.0,7.477272727272727,0.0017743620245245068,1.6498691185337677
7500,1000,10000,0.9,3.0,7.578181818181818,0.0017773325666858109,1.649922779833362
7500,1000,10000,0.9,3.0,7.679090909090909,0.0017802722543300861,1.6499718699009263
7500,1000,10000,0.9,3.0,7.779999999999999,0.0017831815686839506,1.6500165481307132
7500,1000,10000,0.9,3.0,7.880909090909091,0.001786060980940561,1.650056967888847
7500,1000,10000,0.9,3.0,7.981818181818181,0.0017889109525208219,1.6500932767770973
7500,1000,10000,0.9,3.0,8.082727272727272,0.0017917319353267466,1.650125616883307
7500,1000,10000,0.9,3.0,8.183636363636364,0.0017945243719868346,1.6501541250192495
7500,1000,10000,0.9,3.0,8.284545454545453,0.0017972886960939604,1.6501789329466288
7500,1000,10000,0.9,3.0,8.385454545454545,0.0018000253324361064,1.650200167591903
7500,1000,10000,0.9,3.0,8.486363636363636,0.0018027346972199286,1.650217951250558
7500,1000,10000,0.9,3.0,8.587272727272726,0.0018054171982876635,1.6502324017814292
7500,1000,10000,0.9,3.0,8.688181818181818,0.001808073235327452,1.6502436327916157
7500,1000,10000,0.9,3.0,8.789090909090909,0.001810703200077399,1.6502517538125145
7500,1000,10000,0.9,3.0,8.889999999999999,0.0018133074765234586,1.6502568704674547
