n,n_w,p,kappa,noise_std,lambda,iter,R_squared_ind,R_squared_sum
7500,1000,10000,0.05,0.5,10.0,12,0.3632121074779448,1.0872525651182423
7500,1000,10000,0.05,0.5,10.0,13,0.3010766479139669,0.0021362478974235
7500,1000,10000,0.05,0.5,10.0,14,0.2911298105276942,2.227615849893866
7500,1000,10000,0.05,0.5,10.0,15,0.3517750603673908,0.4652268816115994
7500,1000,10000,0.05,0.5,10.0,16,0.3338686040887122,0.9228647102055956
7500,1000,10000,0.05,0.5,10.0,17,0.3325365395164743,1.6809634557078243
7500,1000,10000,0.05,0.5,10.0,18,0.3430249400460445,2.250952612263688
7500,1000,10000,0.05,0.5,10.0,19,0.3418167675319024,0.8701305850961848
7500,1000,10000,0.05,0.5,10.0,20,0.322766701088724,0.9861474166759566
7500,1000,10000,0.05,0.5,10.0,21,0.3666410806069762,1.7097230319942749
7500,1000,10000,0.05,0.5,10.0,22,0.3239860396702033,1.394611699616041
7500,1000,10000,0.05,0.5,10.0,23,0.3325721776290113,1.5556585781554584
7500,1000,10000,0.05,0.5,10.0,24,0.330393605853682,2.1933307896791816
7500,1000,10000,0.05,0.5,10.0,25,0.3072701091946112,0.1114742466610369
7500,1000,10000,0.05,0.5,10.0,26,0.3230467690143151,0.8030031089749224
7500,1000,10000,0.05,0.5,10.0,27,0.3350152865081942,0.8860547583047065
7500,1000,10000,0.05,0.5,10.0,28,0.3122775514617432,3.135067696186298
7500,1000,10000,0.05,0.5,10.0,29,0.2994888604955913,0.0253776184938635
7500,1000,10000,0.05,0.5,10.0,30,0.3481190388095567,2.2037931321532827
7500,1000,10000,0.05,0.5,10.0,31,0.3059336982846264,0.4852889277251805
7500,1000,10000,0.05,0.5,10.0,32,0.3255055123964358,1.3214141919334277
7500,1000,10000,0.05,0.5,10.0,33,0.3289392279522465,1.1004815471316338
7500,1000,10000,0.05,0.5,10.0,34,0.3472758232761627,0.4023816869979067
7500,1000,10000,0.05,0.5,10.0,35,0.3348763772401603,2.133822131926972
7500,1000,10000,0.05,0.5,10.0,36,0.3176700411231623,2.24217321099122
7500,1000,10000,0.05,0.5,10.0,37,0.3205301753562646,0.1914295840749365
7500,1000,10000,0.05,0.5,10.0,38,0.3303430543217415,0.0455206303255502
7500,1000,10000,0.05,0.5,10.0,39,0.361138860330489,0.0497729039846255
7500,1000,10000,0.05,0.5,10.0,40,0.3217474083527025,0.1779601553728651
7500,1000,10000,0.05,0.5,10.0,41,0.3501958131341374,2.2461323596050256
7500,1000,10000,0.05,0.5,10.0,42,0.3180097570854795,2.2402426818098555
7500,1000,10000,0.05,0.5,10.0,43,0.3301142306148136,0.0107819654982158
7500,1000,10000,0.05,0.5,10.0,44,0.3002454079275583,1.5433719591443091
7500,1000,10000,0.05,0.5,10.0,45,0.3625198037524182,0.8963739873036892
7500,1000,10000,0.05,0.5,10.0,46,0.3193850736929018,1.1109238539649733
7500,1000,10000,0.05,0.5,10.0,47,0.3208957590344163,0.5532194974966365
7500,1000,10000,0.05,0.5,10.0,48,0.3143084093646504,1.27164814319854
7500,1000,10000,0.05,0.5,10.0,49,0.3686437487843799,2.262481739678376
7500,1000,10000,0.05,0.5,10.0,50,0.3341822479573415,0.0603896282144638
7500,1000,10000,0.05,0.5,10.0,51,0.331321473515724,0.0057354160419061
7500,1000,10000,0.05,0.5,10.0,52,0.3275575377544145,1.971170206764342
7500,1000,10000,0.05,0.5,10.0,53,0.3865504938450661,0.2005234954863502
7500,1000,10000,0.05,0.5,10.0,54,0.3313771702816268,1.0876121982667446
7500,1000,10000,0.05,0.5,10.0,55,0.3021650134054424,2.206145515667533
7500,1000,10000,0.05,0.5,10.0,56,0.2915687140791767,0.3829176417361049
7500,1000,10000,0.05,0.5,10.0,57,0.3181477943479369,2.247340017215972
7500,1000,10000,0.05,0.5,10.0,58,0.3070335990710713,2.1578041750875903
7500,1000,10000,0.05,0.5,10.0,59,0.299425704318972,0.4625331606266317
7500,1000,10000,0.05,0.5,10.0,60,0.3342000299129776,1.7449670234643713
7500,1000,10000,0.05,0.5,10.0,61,0.3238484961475709,2.2112764544514705
7500,1000,10000,0.05,0.5,10.0,62,0.3002833256361932,1.3930284938457544
7500,1000,10000,0.05,0.5,10.0,63,0.3564255647872812,0.6242858585648366
7500,1000,10000,0.05,0.5,10.0,64,0.3004034680207805,1.4194128134962118
7500,1000,10000,0.05,0.5,10.0,65,0.3329771032222267,1.0788548318206146
7500,1000,10000,0.05,0.5,10.0,66,0.3556125429519902,0.0774944788990756
7500,1000,10000,0.05,0.5,10.0,67,0.3058050857703149,1.2777948374165458
7500,1000,10000,0.05,0.5,10.0,68,0.3188286646142277,0.1291222544083457
7500,1000,10000,0.05,0.5,10.0,69,0.3447744992628324,0.5148693920156222
7500,1000,10000,0.05,0.5,10.0,70,0.3619147984994567,0.3872519324437313
7500,1000,10000,0.05,0.5,10.0,71,0.3673771904204111,0.2644644303074433
7500,1000,10000,0.05,0.5,10.0,72,0.3090538550581643,1.09348822984535
7500,1000,10000,0.05,0.5,10.0,73,0.3322432812854958,0.0611564010440741
7500,1000,10000,0.05,0.5,10.0,74,0.3335468560001419,0.0778249228002594
7500,1000,10000,0.05,0.5,10.0,75,0.3178187497512084,0.0493520370317065
7500,1000,10000,0.05,0.5,10.0,76,0.3481077250214786,1.1919489913090764
7500,1000,10000,0.05,0.5,10.0,77,0.3080492537163956,0.0968242726771448
7500,1000,10000,0.05,0.5,10.0,78,0.3717106962654283,1.6123334966653105
7500,1000,10000,0.05,0.5,10.0,79,0.3287592909055024,2.1825813442916084
7500,1000,10000,0.05,0.5,10.0,80,0.3181871640393812,1.394872611211109
7500,1000,10000,0.05,0.5,10.0,81,0.3315020545289712,1.807015379101006
7500,1000,10000,0.05,0.5,10.0,82,0.2958748988715098,0.7990619704390688
7500,1000,10000,0.05,0.5,10.0,83,0.3566457942271953,0.1634536302648277
7500,1000,10000,0.05,0.5,10.0,84,0.2788016868178083,0.0879965188235301
7500,1000,10000,0.05,0.5,10.0,85,0.3255664629620994,0.2575789906061623
7500,1000,10000,0.05,0.5,10.0,86,0.2938102762022364,0.6967256797871413
7500,1000,10000,0.05,0.5,10.0,87,0.3144146501402961,0.0636208743468976
7500,1000,10000,0.05,0.5,10.0,88,0.3017291645585055,0.0009690649275002
7500,1000,10000,0.05,0.5,10.0,89,0.2933383106710788,0.6402122170263367
7500,1000,10000,0.05,0.5,10.0,90,0.2965355473842873,2.029535262108168
7500,1000,10000,0.05,0.5,10.0,91,0.3237886739187647,0.9818405211070492
7500,1000,10000,0.05,0.5,10.0,92,0.3476278760139772,0.2619418425073354
7500,1000,10000,0.05,0.5,10.0,93,0.3326251039993888,0.0044835923382603
7500,1000,10000,0.05,0.5,10.0,94,0.3072390103578324,2.0816098972493347
7500,1000,10000,0.05,0.5,10.0,95,0.3681903367239442,0.0023974331662735
7500,1000,10000,0.05,0.5,10.0,96,0.3168211978887932,0.9598152946558004
7500,1000,10000,0.05,0.5,10.0,97,0.327889422208606,2.055647347309818
7500,1000,10000,0.05,0.5,10.0,98,0.3330887176009848,0.1579802327661437
7500,1000,10000,0.05,0.5,10.0,99,0.3707574993152511,0.1350713438112909
7500,1000,10000,0.05,0.5,10.0,100,0.3075954851752539,0.0153355508345127
7500,1000,10000,0.05,2.0,10.0,1,0.1276845312506833,0.4664601143108271
7500,1000,10000,0.05,2.0,10.0,2,0.1041932497585267,0.0336315251288977
7500,1000,10000,0.05,2.0,10.0,3,0.1435338201940443,0.2027629041778634
7500,1000,10000,0.05,2.0,10.0,4,0.1032657279145153,0.5135607471154486
7500,1000,10000,0.05,2.0,10.0,5,0.1018089274663312,0.4131248370448922
7500,1000,10000,0.05,2.0,10.0,6,0.1013934800438059,0.0263197256189212
7500,1000,10000,0.05,2.0,10.0,7,0.1162319387721541,0.1449610618736138
7500,1000,10000,0.05,2.0,10.0,8,0.1403562757592189,0.0741181692108423
7500,1000,10000,0.05,2.0,10.0,9,0.1081937878228976,0.0997061168455778
7500,1000,10000,0.05,2.0,10.0,10,0.097449089794309,2.4613432119023604
7500,1000,10000,0.05,2.0,10.0,11,0.1294021661678844,0.5771986937216719
7500,1000,10000,0.05,2.0,10.0,12,0.1487187497646711,1.8614273613678536
7500,1000,10000,0.05,2.0,10.0,13,0.1347701798534115,0.0413086708594771
7500,1000,10000,0.05,2.0,10.0,14,0.1225711513521245,1.9379657859610744
7500,1000,10000,0.05,2.0,10.0,15,0.1697479950212096,0.1118172633845531
7500,1000,10000,0.05,2.0,10.0,16,0.1239957825380604,0.9453257815814397
7500,1000,10000,0.05,2.0,10.0,17,0.1197452880176114,0.1837192721756862
7500,1000,10000,0.05,2.0,10.0,18,0.1087075523363094,0.3251187203610661
7500,1000,10000,0.05,2.0,10.0,19,0.1370854048927877,1.0648755744057927
7500,1000,10000,0.05,2.0,10.0,20,0.1134062408892032,0.733470632928003
7500,1000,10000,0.05,2.0,10.0,21,0.1188000145126587,0.177539104267422
7500,1000,10000,0.05,2.0,10.0,22,0.1411610275368661,1.4431875892300017
7500,1000,10000,0.05,2.0,10.0,23,0.1309138290679193,2.39587444792184
7500,1000,10000,0.05,2.0,10.0,24,0.1151812711726777,1.8320729043662507
7500,1000,10000,0.05,2.0,10.0,25,0.0949984043524811,1.4728270658142713
7500,1000,10000,0.05,2.0,10.0,26,0.1252474340333364,0.187989555747861
7500,1000,10000,0.05,2.0,10.0,27,0.1007022670591152,0.4718513810179053
7500,1000,10000,0.05,2.0,10.0,28,0.1241430064830242,2.2964642130384627
7500,1000,10000,0.05,2.0,10.0,29,0.1572990682509929,0.0788019074368992
7500,1000,10000,0.05,2.0,10.0,30,0.1253976194121942,0.4898117426688972
7500,1000,10000,0.05,2.0,10.0,31,0.1091330761033541,0.3175980943634436
7500,1000,10000,0.05,2.0,10.0,32,0.1018509606978445,2.2442843152373047
7500,1000,10000,0.05,2.0,10.0,33,0.1154035655360573,0.2123620956264852
7500,1000,10000,0.05,2.0,10.0,34,0.1215949618546647,0.2605816437604743
7500,1000,10000,0.05,2.0,10.0,35,0.1059665530397681,2.418292189880452
7500,1000,10000,0.05,2.0,10.0,36,0.1146924140934869,2.067003657864751
7500,1000,10000,0.05,2.0,10.0,37,0.0908401524803448,0.0026997009426012
7500,1000,10000,0.05,2.0,10.0,38,0.1236995258474421,1.423694891060708
7500,1000,10000,0.05,2.0,10.0,39,0.1237969159739875,0.3345043709826408
7500,1000,10000,0.05,2.0,10.0,40,0.1104742411680174,0.1147709551012738
7500,1000,10000,0.05,2.0,10.0,41,0.101369249206692,2.3907700874257127
7500,1000,10000,0.05,2.0,10.0,42,0.1286354153264613,0.1914488693386425
7500,1000,10000,0.05,2.0,10.0,43,0.1172866485373709,0.0677919875739304
7500,1000,10000,0.05,2.0,10.0,44,0.1405915658656023,0.9769336620208144
7500,1000,10000,0.05,2.0,10.0,45,0.1255509336638281,0.0184505328753678
7500,1000,10000,0.05,2.0,10.0,46,0.1100224484984706,0.2822706581185659
7500,1000,10000,0.05,2.0,10.0,47,0.1177916981051679,0.1457567397469282
7500,1000,10000,0.05,2.0,10.0,48,0.1085805244691934,0.7690514983148068
7500,1000,10000,0.05,2.0,10.0,49,0.146984510776591,0.1327449637315973
7500,1000,10000,0.05,2.0,10.0,50,0.127029226954583,0.3409654448847775
7500,1000,10000,0.05,2.0,10.0,51,0.1406254449299717,2.4373822194103947
7500,1000,10000,0.05,2.0,10.0,52,0.1018653598110595,1.9033994777735943
7500,1000,10000,0.05,2.0,10.0,53,0.0875783766879123,1.5895492152464312
7500,1000,10000,0.05,2.0,10.0,54,0.116667055258097,0.9054833242106765
7500,1000,10000,0.05,2.0,10.0,55,0.1117913039773886,2.3876855017980176
7500,1000,10000,0.05,2.0,10.0,56,0.1024168565150948,5.273111005220025
7500,1000,10000,0.05,2.0,10.0,57,0.1148923568859335,1.590638733554053
7500,1000,10000,0.05,2.0,10.0,58,0.1402077484162373,1.7904712737324853
7500,1000,10000,0.05,2.0,10.0,59,0.1288113469941245,1.7349686697502016
7500,1000,10000,0.05,2.0,10.0,60,0.1078354155145446,1.8336827851568396
7500,1000,10000,0.05,2.0,10.0,61,0.1154517067470502,0.2620984160364759
7500,1000,10000,0.05,2.0,10.0,62,0.1119664744743058,1.6774415205314868
7500,1000,10000,0.05,2.0,10.0,63,0.1426211941223193,0.0541289707794016
7500,1000,10000,0.05,2.0,10.0,64,0.0987822112263791,0.6316007362791954
7500,1000,10000,0.05,2.0,10.0,65,0.0961308891491699,0.144830165423912
7500,1000,10000,0.05,2.0,10.0,66,0.1146736695655712,0.0077222820136656
7500,1000,10000,0.05,2.0,10.0,67,0.0861605198816595,2.505634435651101
7500,1000,10000,0.05,2.0,10.0,68,0.110377289110709,2.475310746023418
7500,1000,10000,0.05,2.0,10.0,69,0.1370841521717186,1.7035241614097725
7500,1000,10000,0.05,2.0,10.0,70,0.1219424301508717,1.3095014980780535
7500,1000,10000,0.05,2.0,10.0,71,0.1117862056952856,0.6870716509137195
7500,1000,10000,0.05,2.0,10.0,72,0.1009750981701015,2.4223725404976206
7500,1000,10000,0.05,2.0,10.0,73,0.1128861447111996,2.1306329569306053
7500,1000,10000,0.05,2.0,10.0,74,0.1220856728209931,0.750496492365279
7500,1000,10000,0.05,2.0,10.0,75,0.1112257600525661,0.0118120070830289
7500,1000,10000,0.05,2.0,10.0,76,0.1093425905724843,0.4166476116726442
7500,1000,10000,0.05,2.0,10.0,77,0.118917127899287,2.4581063292348246
7500,1000,10000,0.05,2.0,10.0,78,0.110735690580346,2.0798270989082748
7500,1000,10000,0.05,2.0,10.0,79,0.1200301339262631,0.8288431959882586
7500,1000,10000,0.05,2.0,10.0,80,0.1022529068833319,2.2342809447484804
7500,1000,10000,0.05,2.0,10.0,81,0.1318186136504247,0.4349051709198712
7500,1000,10000,0.05,2.0,10.0,82,0.0817139463369594,0.0184692099407154
7500,1000,10000,0.05,2.0,10.0,83,0.1155136371226089,1.5186643270541371
7500,1000,10000,0.05,2.0,10.0,84,0.1090518791433598,2.470387988896033
7500,1000,10000,0.05,2.0,10.0,85,0.1430094298560952,1.9941832773244053
7500,1000,10000,0.05,2.0,10.0,86,0.1398832916396222,0.194926060649229
7500,1000,10000,0.05,2.0,10.0,87,0.112562070864808,0.1237004720465256
7500,1000,10000,0.05,2.0,10.0,88,0.1580512067476336,1.752739735810779
7500,1000,10000,0.05,2.0,10.0,89,0.1407987298446378,45.69112285137973
7500,1000,10000,0.05,2.0,10.0,90,0.1245784636881524,0.012591563285879
7500,1000,10000,0.05,2.0,10.0,91,0.0869830854054007,0.729640344651234
7500,1000,10000,0.05,2.0,10.0,92,0.0968305993695332,0.5423780838852257
7500,1000,10000,0.05,2.0,10.0,93,0.1357122582380105,1.242563579869317
7500,1000,10000,0.05,2.0,10.0,94,0.1355344772306883,1.9895361470119517
7500,1000,10000,0.05,2.0,10.0,95,0.1284817112777796,0.159148245801241
7500,1000,10000,0.05,2.0,10.0,96,0.1358394514924435,1.1429072350435785
7500,1000,10000,0.05,2.0,10.0,97,0.1118339866519622,0.0233478425477576
7500,1000,10000,0.05,2.0,10.0,98,0.0992352902984798,0.3592245443904789
7500,1000,10000,0.05,2.0,10.0,99,0.1020197186466471,2.5973618670995857
7500,1000,10000,0.05,2.0,10.0,100,0.1307688516111042,1.8716442730353955
7500,1000,10000,0.05,3.0,10.0,1,0.0713559134246353,0.6967690548217808
7500,1000,10000,0.05,3.0,10.0,2,0.0670916114822885,2.0201375450650665
7500,1000,10000,0.05,3.0,10.0,3,0.0548120139769963,5.59292700859571
7500,1000,10000,0.05,3.0,10.0,4,0.0599497297260627,0.013228114321034
7500,1000,10000,0.05,3.0,10.0,5,0.0891106047519565,3.100022880747412
7500,1000,10000,0.05,3.0,10.0,6,0.0535185323881956,0.3216198788120002
7500,1000,10000,0.05,3.0,10.0,7,0.0603403263875211,1.4264380730241923
7500,1000,10000,0.05,3.0,10.0,8,0.0618225939688836,1.099062025371081
7500,1000,10000,0.05,3.0,10.0,9,0.0583614321677631,0.2357293874922048
7500,1000,10000,0.05,3.0,10.0,10,0.0746568333670016,3.26225772247909
7500,1000,10000,0.05,3.0,10.0,11,0.0615322703481687,3.219585866836819
7500,1000,10000,0.05,3.0,10.0,12,0.0579292355674229,0.0540916861496582
7500,1000,10000,0.05,3.0,10.0,13,0.0825442276488855,0.3217325428623255
7500,1000,10000,0.05,3.0,10.0,14,0.0556232463839903,0.0013094084174069
7500,1000,10000,0.05,3.0,10.0,15,0.0527785897177528,0.0452462182944392
7500,1000,10000,0.05,3.0,10.0,16,0.0661485741735977,3.234109327483226
7500,1000,10000,0.05,3.0,10.0,17,0.0671545481389541,3.377053238916073
7500,1000,10000,0.05,3.0,10.0,18,0.0538730712240283,0.1897776633281665
7500,1000,10000,0.05,3.0,10.0,19,0.0627312181826408,1.7813013545827092
7500,1000,10000,0.05,3.0,10.0,20,0.077578433932702,0.8182005801529169
7500,1000,10000,0.05,3.0,10.0,21,0.082035002491423,1.1139865327129277
7500,1000,10000,0.05,3.0,10.0,22,0.0494514897346963,1.422140786623631
7500,1000,10000,0.05,3.0,10.0,23,0.0531290883954681,1.3505400250500776
7500,1000,10000,0.05,3.0,10.0,24,0.0687882589772515,3.3110019242840814
7500,1000,10000,0.05,3.0,10.0,25,0.0574202237675464,0.3671645475917834
7500,1000,10000,0.05,3.0,10.0,26,0.0575417244228807,0.0473456378266515
7500,1000,10000,0.05,3.0,10.0,27,0.05331884520139,2.562541747303628
7500,1000,10000,0.05,3.0,10.0,28,0.0615322033232707,0.0603268988509044
7500,1000,10000,0.05,3.0,10.0,29,0.0756214169094804,1.0807428116993345
7500,1000,10000,0.05,3.0,10.0,30,0.0702317622476093,3.10669445982392
7500,1000,10000,0.05,3.0,10.0,31,0.0507151627294227,1.0956722659358582
7500,1000,10000,0.05,3.0,10.0,32,0.0573360842276383,3.2386977489940034
7500,1000,10000,0.05,3.0,10.0,33,0.0886006871955506,2.9783744353909265
7500,1000,10000,0.05,3.0,10.0,34,0.0678073211037854,0.2974427517242726
7500,1000,10000,0.05,3.0,10.0,35,0.0770865651573498,2.13011218525285
7500,1000,10000,0.05,3.0,10.0,36,0.0551645428650155,4.181612203222351
7500,1000,10000,0.05,3.0,10.0,37,0.0694265791900461,1.53794042264554
7500,1000,10000,0.05,3.0,10.0,38,0.0529000251236392,0.4778030755893313
7500,1000,10000,0.05,3.0,10.0,39,0.0769380993931425,1.5797185092178387
7500,1000,10000,0.05,3.0,10.0,40,0.0834371588524349,1.0683236636965956
7500,1000,10000,0.05,3.0,10.0,41,0.0557996967908774,0.4158737205146659
7500,1000,10000,0.05,3.0,10.0,42,0.0635005332992192,1.593151022967305
7500,1000,10000,0.05,3.0,10.0,43,0.0647079981557634,0.0179131810929984
7500,1000,10000,0.05,3.0,10.0,44,0.0628664480648938,0.3536738153109229
7500,1000,10000,0.05,3.0,10.0,45,0.0610401205793327,1.104241588172792
7500,1000,10000,0.05,3.0,10.0,46,0.0739792820443127,3.3951459192469398
7500,1000,10000,0.05,3.0,10.0,47,0.0478002097798251,2.376245407629688
7500,1000,10000,0.05,3.0,10.0,48,0.0612080447424105,3.791158805729053e-05
7500,1000,10000,0.05,3.0,10.0,49,0.0574673704875018,0.0011058301963237
7500,1000,10000,0.05,3.0,10.0,50,0.0570945918594441,0.001395561198471
7500,1000,10000,0.05,3.0,10.0,51,0.0400266599389394,1.2316243186727365
7500,1000,10000,0.05,3.0,10.0,52,0.0645238317055908,0.0053943372592175
7500,1000,10000,0.05,3.0,10.0,53,0.0464414515070365,1.8974834989601448
7500,1000,10000,0.05,3.0,10.0,54,0.0580983163548429,3.3266880879630025
7500,1000,10000,0.05,3.0,10.0,55,0.0526235577396969,1.540848063166415
7500,1000,10000,0.05,3.0,10.0,56,0.0833853841087976,2.2436568503699985
7500,1000,10000,0.05,3.0,10.0,57,0.0547839875246061,0.643282021035027
7500,1000,10000,0.05,3.0,10.0,58,0.0608233480841164,0.6310826469930619
7500,1000,10000,0.05,3.0,10.0,59,0.0572029201010971,0.0030578371189662
7500,1000,10000,0.05,3.0,10.0,60,0.0590883851704669,0.1035318783254428
7500,1000,10000,0.05,3.0,10.0,61,0.0645382455918947,0.5643051058969427
7500,1000,10000,0.05,3.0,10.0,62,0.0751563786033301,0.3766155473515064
7500,1000,10000,0.05,3.0,10.0,63,0.0582945372158304,0.0740049262966508
7500,1000,10000,0.05,3.0,10.0,64,0.0822860412624123,0.4965424096137295
7500,1000,10000,0.05,3.0,10.0,65,0.0641647775715462,2.684379250048544
7500,1000,10000,0.05,3.0,10.0,66,0.0812321556646026,0.9332791206353388
7500,1000,10000,0.05,3.0,10.0,67,0.0526245561330139,0.848660939021876
7500,1000,10000,0.05,3.0,10.0,68,0.0613464468769787,0.0521280983416949
7500,1000,10000,0.05,3.0,10.0,69,0.0566786985169702,3.1831008314862994
7500,1000,10000,0.05,3.0,10.0,70,0.0651557261837987,0.1364004007851457
7500,1000,10000,0.05,3.0,10.0,71,0.0562152215675434,0.9032709189563688
7500,1000,10000,0.05,3.0,10.0,72,0.048936994960109,2.740829319993378
7500,1000,10000,0.05,3.0,10.0,73,0.0840220527190937,0.0330797762741379
7500,1000,10000,0.05,3.0,10.0,74,0.0782900648956854,0.5637809863962827
7500,1000,10000,0.05,3.0,10.0,75,0.0393344624009857,0.0251660668647345
7500,1000,10000,0.05,3.0,10.0,76,0.0531024366030655,3.2432043359468588
7500,1000,10000,0.05,3.0,10.0,77,0.088688057925137,1.6100508489180223
7500,1000,10000,0.05,3.0,10.0,78,0.0584370030966152,0.0004288613394757
7500,1000,10000,0.05,3.0,10.0,79,0.0574098885438095,28.365809995765076
7500,1000,10000,0.05,3.0,10.0,80,0.0687550051819164,2.691776852790124
7500,1000,10000,0.05,3.0,10.0,81,0.0618333754330864,3.2650749388979894
7500,1000,10000,0.05,3.0,10.0,82,0.0708255128360069,3.3633202668816278
7500,1000,10000,0.05,3.0,10.0,83,0.070348741675239,2.680447440793792
7500,1000,10000,0.05,3.0,10.0,84,0.0696461687093138,0.0240175338119206
7500,1000,10000,0.05,3.0,10.0,85,0.0715345612456407,1.4969793084343763
7500,1000,10000,0.05,3.0,10.0,86,0.0559129172689218,0.1874670317627757
7500,1000,10000,0.05,3.0,10.0,87,0.0917850344252201,2.775146286681569
7500,1000,10000,0.05,3.0,10.0,88,0.0583044840120922,1.0340360201222225
7500,1000,10000,0.05,3.0,10.0,89,0.0613584218360145,0.5242188823784357
7500,1000,10000,0.05,3.0,10.0,90,0.0675474225238878,0.004251389569223
7500,1000,10000,0.05,3.0,10.0,91,0.0557273509291953,0.0002871423080456
7500,1000,10000,0.05,3.0,10.0,92,0.0625616246510452,0.1971991040889945
7500,1000,10000,0.05,3.0,10.0,93,0.0802882829382286,2.812446124062544
7500,1000,10000,0.05,3.0,10.0,94,0.0673747070076066,1.472743148582144
7500,1000,10000,0.05,3.0,10.0,95,0.0865202261091633,1.3055166705745431
7500,1000,10000,0.05,3.0,10.0,96,0.064332945635424,1.9196749636194084
7500,1000,10000,0.05,3.0,10.0,97,0.0601195247970543,2.5528497373610866
7500,1000,10000,0.05,3.0,10.0,98,0.0729983233029967,3.342039819648275
7500,1000,10000,0.05,3.0,10.0,99,0.0634737296330865,0.1495275380583296
7500,1000,10000,0.05,3.0,10.0,100,0.0601551863423662,2.450051371577929
7500,1000,10000,0.5,0.5,10.0,1,0.3222024485294882,0.9887876530492112
7500,1000,10000,0.5,0.5,10.0,2,0.3616424382431982,0.5378028801908404
7500,1000,10000,0.5,0.5,10.0,3,0.3247803631377988,1.1369939146754895
7500,1000,10000,0.5,0.5,10.0,4,0.2726344706639802,2.086728962662718
7500,1000,10000,0.5,0.5,10.0,5,0.3704640496623353,0.0661966856631911
7500,1000,10000,0.5,0.5,10.0,6,0.3211416671551657,0.0025647161776956
7500,1000,10000,0.5,0.5,10.0,7,0.2799300177793257,1.7940715979888475
7500,1000,10000,0.5,0.5,10.0,8,0.3615916983893277,0.1664594017618837
7500,1000,10000,0.5,0.5,10.0,9,0.3338288825251013,0.9673582217342644
7500,1000,10000,0.5,0.5,10.0,10,0.3170339491195289,2.0249750898304244
7500,1000,10000,0.5,0.5,10.0,11,0.3228234104389526,0.3769626640369455
7500,1000,10000,0.5,0.5,10.0,12,0.3426118457618567,2.0685641886562847
7500,1000,10000,0.5,0.5,10.0,13,0.3456355236110007,1.976135013921256
7500,1000,10000,0.5,0.5,10.0,14,0.3272060446979455,0.3992731777525434
7500,1000,10000,0.5,0.5,10.0,15,0.3188012650652573,1.5788112530510925
7500,1000,10000,0.5,0.5,10.0,16,0.3249404052228778,2.0804671732320714
7500,1000,10000,0.5,0.5,10.0,17,0.3319569566360599,1.2494748629360526
7500,1000,10000,0.5,0.5,10.0,18,0.3144628335965549,0.5449539319536303
7500,1000,10000,0.5,0.5,10.0,19,0.3262299252408317,1.273991810689515
7500,1000,10000,0.5,0.5,10.0,20,0.3238687989705564,0.9593122042151812
7500,1000,10000,0.5,0.5,10.0,21,0.3501836297385966,0.0832407888443543
7500,1000,10000,0.5,0.5,10.0,22,0.3202377421253357,1.1940995461730357
7500,1000,10000,0.5,0.5,10.0,23,0.3477920510930493,0.1042721884811711
7500,1000,10000,0.5,0.5,10.0,24,0.3318785372921351,0.4462856147178684
7500,1000,10000,0.5,0.5,10.0,25,0.3149143595146271,0.381070678827082
7500,1000,10000,0.5,0.5,10.0,26,0.300556827648926,0.3284273739166391
7500,1000,10000,0.5,0.5,10.0,27,0.3396789935175692,1.043511916768168
7500,1000,10000,0.5,0.5,10.0,28,0.3099912892116945,0.0463407710986402
7500,1000,10000,0.5,0.5,10.0,29,0.3097122758890604,0.0603624668710835
7500,1000,10000,0.5,0.5,10.0,30,0.3457082157824081,0.0365292056884217
7500,1000,10000,0.5,0.5,10.0,31,0.346318927044631,1.0634008007590543
7500,1000,10000,0.5,0.5,10.0,32,0.3424792830470437,0.076516976090468
7500,1000,10000,0.5,0.5,10.0,33,0.3398365338880155,1.4540627081925066
7500,1000,10000,0.5,0.5,10.0,34,0.3365058662912917,2.028073418521755
7500,1000,10000,0.5,0.5,10.0,35,0.3292930081000277,1.2511876583379276
7500,1000,10000,0.5,0.5,10.0,36,0.3132647618043342,1.63749598059489
7500,1000,10000,0.5,0.5,10.0,37,0.3924807764995717,0.7385798015457132
7500,1000,10000,0.5,0.5,10.0,38,0.3214458757605962,0.1672415439059716
7500,1000,10000,0.5,0.5,10.0,39,0.3085126540893173,0.0689917567587831
7500,1000,10000,0.5,0.5,10.0,40,0.3195256085155979,0.2166776204729508
7500,1000,10000,0.5,0.5,10.0,41,0.305845705701626,0.6105311989129868
7500,1000,10000,0.5,0.5,10.0,42,0.3296989761843368,0.0694303967605973
7500,1000,10000,0.5,0.5,10.0,43,0.3233545686769264,6.210737868159413e-05
7500,1000,10000,0.5,0.5,10.0,44,0.3551314479957053,0.5593550797410868
7500,1000,10000,0.5,0.5,10.0,45,0.3213703059382484,1.8503665301045265
7500,1000,10000,0.5,0.5,10.0,46,0.3394474004945061,0.8703346547836959
7500,1000,10000,0.5,0.5,10.0,47,0.3677102742028071,0.2618650948228638
7500,1000,10000,0.5,0.5,10.0,48,0.3459327512211033,0.0017834601236966
7500,1000,10000,0.5,0.5,10.0,49,0.3344417733176976,1.939386002844465
7500,1000,10000,0.5,0.5,10.0,50,0.3138632433090016,0.004743614137209
7500,1000,10000,0.5,0.5,10.0,51,0.3534906340237393,0.8501738804079726
7500,1000,10000,0.5,0.5,10.0,52,0.3325564452311398,1.8757005516923344
7500,1000,10000,0.5,0.5,10.0,53,0.3460266094278932,0.1292949352211425
