n,n_w,p,rank,alpha,kappa,noise_std,lambda,R_squared_ind,R_squared_sum
7500,1000,5000,5,0.1,0.5,3.0,6.972727272727273,0.027532000808461726,0.8952787774528398
7500,1000,5000,5,0.1,0.5,3.0,7.073636363636363,0.027573854061303443,0.895245679383264
7500,1000,5000,5,0.1,0.5,3.0,7.174545454545454,0.027614867009316056,0.8952093890431672
7500,1000,5000,5,0.1,0.5,3.0,7.275454545454545,0.02765506401380679,0.8951700869078898
7500,1000,5000,5,0.1,0.5,3.0,7.376363636363636,0.027694468510005614,0.8951279435265057
7500,1000,5000,5,0.1,0.5,3.0,7.477272727272727,0.027733103050792664,0.8950831201336701
7500,1000,5000,5,0.1,0.5,3.0,7.578181818181818,0.027770989347950914,0.8950357692185984
7500,1000,5000,5,0.1,0.5,3.0,7.679090909090909,0.027808148311107273,0.8949860350545601
7500,1000,5000,5,0.1,0.5,3.0,7.779999999999999,0.027844600084513744,0.8949340541919872
7500,1000,5000,5,0.1,0.5,3.0,7.880909090909091,0.027880364081808478,0.894879955918014
7500,1000,5000,5,0.1,0.5,3.0,7.981818181818181,0.027915459018886285,0.8948238626850277
7500,1000,5000,5,0.1,0.5,3.0,8.082727272727272,0.027949902944998446,0.8947658905105828
7500,1000,5000,5,0.1,0.5,3.0,8.183636363636364,0.027983713272193577,0.8947061493508401
7500,1000,5000,5,0.1,0.5,3.0,8.284545454545453,0.028016906803202384,0.8946447434495027
7500,1000,5000,5,0.1,0.5,3.0,8.385454545454545,0.028049499757862438,0.8945817716640573
7500,1000,5000,5,0.1,0.5,3.0,8.486363636363636,0.02808150779817233,0.8945173277709877
7500,1000,5000,5,0.1,0.5,3.0,8.587272727272726,0.02811294605205757,0.8944515007514848
7500,1000,5000,5,0.1,0.5,3.0,8.688181818181818,0.028143829135926324,0.8943843750590481
7500,1000,5000,5,0.1,0.5,3.0,8.789090909090909,0.02817417117608586,0.8943160308702829
7500,1000,5000,5,0.1,0.5,3.0,8.889999999999999,0.02820398582908753,0.8942465443200625
7500,1000,5000,5,0.1,0.5,3.0,8.99090909090909,0.028233286301062487,0.8941759877221699
7500,1000,5000,5,0.1,0.5,3.0,9.091818181818182,0.028262085366106394,0.8941044297764066
7500,1000,5000,5,0.1,0.5,3.0,9.192727272727272,0.028290395383767635,0.8940319357631153
7500,1000,5000,5,0.1,0.5,3.0,9.293636363636365,0.0283182283156904,0.8939585677259705
7500,1000,5000,5,0.1,0.5,3.0,9.394545454545456,0.02834559574145922,0.8938843846438236
7500,1000,5000,5,0.1,0.5,3.0,9.495454545454544,0.028372508873690878,0.8938094425923513
7500,1000,5000,5,0.1,0.5,3.0,9.596363636363636,0.02839897857241407,0.8937337948961712
7500,1000,5000,5,0.1,0.5,3.0,9.697272727272727,0.028425015358776857,0.8936574922720671
7500,1000,5000,5,0.1,0.5,3.0,9.798181818181815,0.028450629428117973,0.893580582963895
7500,1000,5000,5,0.1,0.5,3.0,9.899090909090908,0.028475830662436603,0.893503112869718
7500,1000,5000,5,0.1,0.5,3.0,10.0,0.02850062864229269,0.8934251256616703
7500,1000,5000,5,0.1,0.9,0.5,0.01,0.17855616695905857,2.1787292073638183
7500,1000,5000,5,0.1,0.9,0.5,0.1109090909090909,0.18290822253544387,2.2166068643577175
7500,1000,5000,5,0.1,0.9,0.5,0.2118181818181818,0.18682390835754634,2.2503844612153108
7500,1000,5000,5,0.1,0.9,0.5,0.3127272727272727,0.19036868279634875,2.2807393972508923
7500,1000,5000,5,0.1,0.9,0.5,0.4136363636363636,0.19359480643869292,2.3081984693075093
7500,1000,5000,5,0.1,0.9,0.5,0.5145454545454545,0.19654466367637927,2.333179280647633
7500,1000,5000,5,0.1,0.9,0.5,0.6154545454545455,0.19925309258452714,2.356018324496571
7500,1000,5000,5,0.1,0.9,0.5,0.7163636363636363,0.20174906186245622,2.3769905787331407
7500,1000,5000,5,0.1,0.9,0.5,0.8172727272727273,0.2040569046607626,2.396323518129523
7500,1000,5000,5,0.1,0.9,0.5,0.9181818181818182,0.20619724378629947,2.4142073521698393
7500,1000,5000,5,0.1,0.9,0.5,1.019090909090909,0.2081876970735109,2.430802647866027
7500,1000,5000,5,0.1,0.9,0.5,1.12,0.2100434230615278,2.446246101287241
7500,1000,5000,5,0.1,0.9,0.5,1.220909090909091,0.21177754863810025,2.460654973026746
7500,1000,5000,5,0.1,0.9,0.5,1.3218181818181818,0.21340150809015093,2.4741305426992017
7500,1000,5000,5,0.1,0.9,0.5,1.4227272727272726,0.21492531473592108,2.4867608319474055
7500,1000,5000,5,0.1,0.9,0.5,1.5236363636363637,0.21635778061246375,2.4986227743062024
7500,1000,5000,5,0.1,0.9,0.5,1.6245454545454543,0.21770669568873408,2.5097839614444037
7500,1000,5000,5,0.1,0.9,0.5,1.7254545454545454,0.2189789752176456,2.5203040612049348
7500,1000,5000,5,0.1,0.9,0.5,1.8263636363636364,0.2201807817718287,2.530235978667987
7500,1000,5000,5,0.1,0.9,0.5,1.9272727272727272,0.22131762698994337,2.539626814044286
7500,1000,5000,5,0.1,0.9,0.5,2.028181818181818,0.22239445693297047,2.5485186584987685
7500,1000,5000,5,0.1,0.9,0.5,2.129090909090909,0.22341572410310057,2.556949259620551
7500,1000,5000,5,0.1,0.9,0.5,2.2299999999999995,0.2243854485352068,2.5649525812450493
7500,1000,5000,5,0.1,0.9,0.5,2.3309090909090906,0.2253072698785219,2.5725592770425325
7500,1000,5000,5,0.1,0.9,0.5,2.4318181818181817,0.2261844920055541,2.5797970932535246
7500,1000,5000,5,0.1,0.9,0.5,2.5327272727272723,0.22702012138864922,2.586691212848544
7500,1000,5000,5,0.1,0.9,0.5,2.6336363636363638,0.2278169002516341,2.593264550982118
7500,1000,5000,5,0.1,0.9,0.5,2.7345454545454544,0.228577335319675,2.5995380097285308
7500,1000,5000,5,0.1,0.9,0.5,2.835454545454545,0.229303722843691,2.605530698603328
7500,1000,5000,5,0.1,0.9,0.5,2.936363636363636,0.22999817045801,2.6112601261980086
7500,1000,5000,5,0.1,0.9,0.5,3.037272727272727,0.2306626163350773,2.6167423673153123
7500,1000,5000,5,0.1,0.9,0.5,3.1381818181818177,0.2312988460240916,2.6219922092374626
7500,1000,5000,5,0.1,0.9,0.5,3.239090909090909,0.23190850729772258,2.6270232801492135
7500,1000,5000,5,0.1,0.9,0.5,3.34,0.23249312327966618,2.6318481622413255
7500,1000,5000,5,0.1,0.9,0.5,3.4409090909090905,0.233054104083475,2.6364784916148833
7500,1000,5000,5,0.1,0.9,0.5,3.541818181818181,0.23359275715810437,2.640925046773828
7500,1000,5000,5,0.1,0.9,0.5,3.6427272727272726,0.23411029650653337,2.645197827218605
7500,1000,5000,5,0.1,0.9,0.5,3.743636363636363,0.23460785091956757,2.64930612342616
7500,1000,5000,5,0.1,0.9,0.5,3.8445454545454543,0.23508647134661959,2.6532585793122387
7500,1000,5000,5,0.1,0.9,0.5,3.945454545454545,0.2355471375081839,2.657063248113554
7500,1000,5000,5,0.1,0.9,0.5,4.046363636363636,0.23599076384032253,2.6607276424947273
7500,1000,5000,5,0.1,0.9,0.5,4.147272727272727,0.2364182048492772,2.664258779573119
7500,1000,5000,5,0.1,0.9,0.5,4.248181818181818,0.23683025994397044,2.667663221460134
7500,1000,5000,5,0.1,0.9,0.5,4.349090909090909,0.23722767780532578,2.670947111837552
7500,1000,5000,5,0.1,0.9,0.5,4.449999999999999,0.23761116034380003,2.6741162090193504
7500,1000,5000,5,0.1,0.9,0.5,4.550909090909091,0.2379813662900497,2.6771759158912265
7500,1000,5000,5,0.1,0.9,0.5,4.651818181818181,0.23833891445809624,2.680131307070441
7500,1000,5000,5,0.1,0.9,0.5,4.752727272727272,0.23868438671556746,2.682987153585755
7500,1000,5000,5,0.1,0.9,0.5,4.853636363636364,0.2390183306914461,2.6857479453405535
7500,1000,5000,5,0.1,0.9,0.5,4.954545454545454,0.23934126224817703,2.688417911590494
7500,1000,5000,5,0.1,0.9,0.5,5.055454545454545,0.23965366774186347,2.691001039639636
7500,1000,5000,5,0.1,0.9,0.5,5.156363636363636,0.23995600609157539,2.6935010919350666
7500,1000,5000,5,0.1,0.9,0.5,5.257272727272727,0.2402487106764255,2.6959216217194766
7500,1000,5000,5,0.1,0.9,0.5,5.3581818181818175,0.24053219107700144,2.6982659873830372
7500,1000,5000,5,0.1,0.9,0.5,5.459090909090909,0.24080683467592762,2.700537365640147
7500,1000,5000,5,0.1,0.9,0.5,5.56,0.2410730081307443,2.7027387636428553
7500,1000,5000,5,0.1,0.9,0.5,5.66090909090909,0.24133105873088456,2.7048730301306945
7500,1000,5000,5,0.1,0.9,0.5,5.761818181818182,0.24158131564930313,2.706942865705964
7500,1000,5000,5,0.1,0.9,0.5,5.862727272727272,0.2418240910982155,2.7089508323141587
7500,1000,5000,5,0.1,0.9,0.5,5.963636363636363,0.24205968139744619,2.710899362001033
7500,1000,5000,5,0.1,0.9,0.5,6.064545454545455,0.24228836796302833,2.71279076501032
7500,1000,5000,5,0.1,0.9,0.5,6.165454545454545,0.2425104182229388,2.7146272372799465
7500,1000,5000,5,0.1,0.9,0.5,6.266363636363636,0.24272608646618132,2.7164108673884635
7500,1000,5000,5,0.1,0.9,0.5,6.367272727272727,0.242935614630824,2.7181436429986747
7500,1000,5000,5,0.1,0.9,0.5,6.468181818181818,0.24313923303606927,2.7198274568406733
7500,1000,5000,5,0.1,0.9,0.5,6.569090909090908,0.2433371610629495,2.7214641122725403
7500,1000,5000,5,0.1,0.9,0.5,6.67,0.24352960778781743,2.723055328453328
7500,1000,5000,5,0.1,0.9,0.5,6.7709090909090905,0.24371677257241392,2.724602745159724
7500,1000,5000,5,0.1,0.9,0.5,6.871818181818181,0.24389884561395592,2.726107927274905
7500,1000,5000,5,0.1,0.9,0.5,6.972727272727273,0.24407600845837246,2.727572368975459
7500,1000,5000,5,0.1,0.9,0.5,7.073636363636363,0.2442484344795437,2.728997497639983
7500,1000,5000,5,0.1,0.9,0.5,7.174545454545454,0.244416289327144,2.7303846775008416
7500,1000,5000,5,0.1,0.9,0.5,7.275454545454545,0.24457973134546704,2.731735213058615
7500,1000,5000,5,0.1,0.9,0.5,7.376363636363636,0.2447389119654031,2.733050352277223
7500,1000,5000,5,0.1,0.9,0.5,7.477272727272727,0.24489397607155844,2.7343312895760064
7500,1000,5000,5,0.1,0.9,0.5,7.578181818181818,0.245045062346337,2.735579168633769
7500,1000,5000,5,0.1,0.9,0.5,7.679090909090909,0.24519230359265415,2.7367950850184974
7500,1000,5000,5,0.1,0.9,0.5,7.779999999999999,0.2453358270368146,2.7379800886552936
7500,1000,5000,5,0.1,0.9,0.5,7.880909090909091,0.24547575461296348,2.739135186144119
7500,1000,5000,5,0.1,0.9,0.5,7.981818181818181,0.2456122032304034,2.7402613429378953
7500,1000,5000,5,0.1,0.9,0.5,8.082727272727272,0.24574528502497098,2.7413594853907837
7500,1000,5000,5,0.1,0.9,0.5,8.183636363636364,0.2458751075955683,2.742430502685523
7500,1000,5000,5,0.1,0.9,0.5,8.284545454545453,0.2460017742268627,2.7434752486482257
7500,1000,5000,5,0.1,0.9,0.5,8.385454545454545,0.2461253840990874,2.7444945434581127
7500,1000,5000,5,0.1,0.9,0.5,8.486363636363636,0.2462460324858058,2.745489175259376
7500,1000,5000,5,0.1,0.9,0.5,8.587272727272726,0.24636381094043633,2.746459901681532
7500,1000,5000,5,0.1,0.9,0.5,8.688181818181818,0.2464788074722743,2.747407451274392
7500,1000,5000,5,0.1,0.9,0.5,8.789090909090909,0.24659110671269371,2.748332524863124
7500,1000,5000,5,0.1,0.9,0.5,8.889999999999999,0.24670079007216056,2.7492357968286205
7500,1000,5000,5,0.1,0.9,0.5,8.99090909090909,0.24680793588864386,2.7501179163179
7500,1000,5000,5,0.1,0.9,0.5,9.091818181818182,0.24691261956796792,2.75097950838898
7500,1000,5000,5,0.1,0.9,0.5,9.192727272727272,0.24701491371661013,2.7518211750943506
7500,1000,5000,5,0.1,0.9,0.5,9.293636363636365,0.24711488826741368,2.7526434965068405
7500,1000,5000,5,0.1,0.9,0.5,9.394545454545456,0.24721261059865082,2.753447031691392
7500,1000,5000,5,0.1,0.9,0.5,9.495454545454544,0.24730814564684214,2.7542323196261282
7500,1000,5000,5,0.1,0.9,0.5,9.596363636363636,0.24740155601370878,2.7549998800756716
7500,1000,5000,5,0.1,0.9,0.5,9.697272727272727,0.24749290206761104,2.7557502144196677
7500,1000,5000,5,0.1,0.9,0.5,9.798181818181815,0.2475822420397981,2.756483806439107
7500,1000,5000,5,0.1,0.9,0.5,9.899090909090908,0.24766963211577755,2.7572011230629716
7500,1000,5000,5,0.1,0.9,0.5,10.0,0.2477551265220884,2.7579026150774952
7500,1000,5000,5,0.1,0.9,2.0,0.01,0.006666334580188425,1.7989767804417813
7500,1000,5000,5,0.1,0.9,2.0,0.1109090909090909,0.006759201718643601,1.8220404758090822
7500,1000,5000,5,0.1,0.9,2.0,0.2118181818181818,0.006845501931321604,1.8422160624988873
7500,1000,5000,5,0.1,0.9,2.0,0.3127272727272727,0.0069259906327514,1.8599922109062146
7500,1000,5000,5,0.1,0.9,2.0,0.4136363636363636,0.00700129849033114,1.875750993091446
7500,1000,5000,5,0.1,0.9,2.0,0.5145454545454545,0.007071958521036375,1.8897962248977787
7500,1000,5000,5,0.1,0.9,2.0,0.6154545454545455,0.007138425933024035,1.9023730136884207
7500,1000,5000,5,0.1,0.9,2.0,0.7163636363636363,0.007201092996294685,1.9136815961850193
7500,1000,5000,5,0.1,0.9,2.0,0.8172727272727273,0.007260300408737795,1.9238873564702057
7500,1000,5000,5,0.1,0.9,2.0,0.9181818181818182,0.007316346131239234,1.9331282216112349
7500,1000,5000,5,0.1,0.9,2.0,1.019090909090909,0.007369492356978804,1.9415202158329479
7500,1000,5000,5,0.1,0.9,2.0,1.12,0.0074199710803960995,1.949161695604466
7500,1000,5000,5,0.1,0.9,2.0,1.220909090909091,0.0074679885984804155,1.9561366229677333
7500,1000,5000,5,0.1,0.9,2.0,1.3218181818181818,0.007513729186538695,1.9625171264665702
7500,1000,5000,5,0.1,0.9,2.0,1.4227272727272726,0.007557358127620729,1.9683655268281648
7500,1000,5000,5,0.1,0.9,2.0,1.5236363636363637,0.00759902423013898,1.9737359552952536
7500,1000,5000,5,0.1,0.9,2.0,1.6245454545454543,0.007638861936046321,1.978675658305311
7500,1000,5000,5,0.1,0.9,2.0,1.7254545454545454,0.00767699309839404,1.9832260580751544
7500,1000,5000,5,0.1,0.9,2.0,1.8263636363636364,0.0077135284896338654,1.9874236213606604
7500,1000,5000,5,0.1,0.9,2.0,1.9272727272727272,0.007748569088918194,1.991300576109532
7500,1000,5000,5,0.1,0.9,2.0,2.028181818181818,0.00778220718669403,1.994885506498553
7500,1000,5000,5,0.1,0.9,2.0,2.129090909090909,0.00781452733724436,1.9982038499864128
7500,1000,5000,5,0.1,0.9,2.0,2.2299999999999995,0.0078456071839059,2.0012783148576503
7500,1000,5000,5,0.1,0.9,2.0,2.3309090909090906,0.007875518177060035,2.004129232820937
7500,1000,5000,5,0.1,0.9,2.0,2.4318181818181817,0.007904326201340154,2.00677485822841
7500,1000,5000,5,0.1,0.9,2.0,2.5327272727272723,0.00793209212559442,2.009231623168332
7500,1000,5000,5,0.1,0.9,2.0,2.6336363636363638,0.007958872286818646,2.0115143558812054
7500,1000,5000,5,0.1,0.9,2.0,2.7345454545454544,0.0079847189173991,2.0136364685359243
7500,1000,5000,5,0.1,0.9,2.0,2.835454545454545,0.008009680523485285,2.015610119285808
7500,1000,5000,5,0.1,0.9,2.0,2.936363636363636,0.008033802221071296,2.017446352636468
7500,1000,5000,5,0.1,0.9,2.0,3.037272727272727,0.008057126035345991,2.0191552214469297
7500,1000,5000,5,0.1,0.9,2.0,3.1381818181818177,0.00807969116803176,2.0207458933137485
7500,1000,5000,5,0.1,0.9,2.0,3.239090909090909,0.00810153423673467,2.0222267436249854
7500,1000,5000,5,0.1,0.9,2.0,3.34,0.00812268948974769,2.0236054371945666
7500,1000,5000,5,0.1,0.9,2.0,3.4409090909090905,0.0081431889992628,2.024889000079695
7500,1000,5000,5,0.1,0.9,2.0,3.541818181818181,0.0081630628355393,2.0260838829311707
7500,1000,5000,5,0.1,0.9,2.0,3.6427272727272726,0.00818233922422992,2.0271960170178422
7500,1000,5000,5,0.1,0.9,2.0,3.743636363636363,0.008201044688775399,2.0282308638935107
7500,1000,5000,5,0.1,0.9,2.0,3.8445454545454543,0.008219204179528424,2.0291934595307692
7500,1000,5000,5,0.1,0.9,2.0,3.945454545454545,0.008236841191056775,2.0300884536260764
7500,1000,5000,5,0.1,0.9,2.0,4.046363636363636,0.00825397786889332,2.0309201446796052
7500,1000,5000,5,0.1,0.9,2.0,4.147272727272727,0.00827063510684527,2.0316925113686675
7500,1000,5000,5,0.1,0.9,2.0,4.248181818181818,0.008286832635840024,2.0324092406618677
7500,1000,5000,5,0.1,0.9,2.0,4.349090909090909,0.00830258910516975,2.0330737530606218
7500,1000,5000,5,0.1,0.9,2.0,4.449999999999999,0.008317922156895705,2.033689225303028
7500,1000,5000,5,0.1,0.9,2.0,4.550909090909091,0.008332848494086244,2.0342586108213014
7500,1000,5000,5,0.1,0.9,2.0,4.651818181818181,0.00834738394348655,2.0347846582063567
7500,1000,5000,5,0.1,0.9,2.0,4.752727272727272,0.008361543513151451,2.0352699279010187
7500,1000,5000,5,0.1,0.9,2.0,4.853636363636364,0.008375341445514991,2.035716807315679
7500,1000,5000,5,0.1,0.9,2.0,4.954545454545454,0.00838879126631897,2.0361275245363766
7500,1000,5000,5,0.1,0.9,2.0,5.055454545454545,0.008401905829778705,2.0365041607747663
7500,1000,5000,5,0.1,0.9,2.0,5.156363636363636,0.008414697360323716,2.036848661691555
7500,1000,5000,5,0.1,0.9,2.0,5.257272727272727,0.00842717749121748,2.0371628477095776
7500,1000,5000,5,0.1,0.9,2.0,5.3581818181818175,0.008439357300328585,2.0374484234192165
7500,1000,5000,5,0.1,0.9,2.0,5.459090909090909,0.008451247343299065,2.0377069861671586
7500,1000,5000,5,0.1,0.9,2.0,5.56,0.008462857684330935,2.0379400339092326
7500,1000,5000,5,0.1,0.9,2.0,5.66090909090909,0.008474197924791099,2.038148972399106
7500,1000,5000,5,0.1,0.9,2.0,5.761818181818182,0.00848527722981494,2.0383351217768113
7500,1000,5000,5,0.1,0.9,2.0,5.862727272727272,0.008496104353072156,2.038499722614051
7500,1000,5000,5,0.1,0.9,2.0,5.963636363636363,0.008506687659843295,2.038643941467318
7500,1000,5000,5,0.1,0.9,2.0,6.064545454545455,0.008517035148541395,2.0387688759843368
7500,1000,5000,5,0.1,0.9,2.0,6.165454545454545,0.008527154470801131,2.03887555960472
7500,1000,5000,5,0.1,0.9,2.0,6.266363636363636,0.00853705295024683,2.0389649658914846
7500,1000,5000,5,0.1,0.9,2.0,6.367272727272727,0.008546737600040596,2.0390380125263734
7500,1000,5000,5,0.1,0.9,2.0,6.468181818181818,0.008556215139303375,2.039095564998632
7500,1000,5000,5,0.1,0.9,2.0,6.569090909090908,0.00856549200849332,2.039138440013946
7500,1000,5000,5,0.1,0.9,2.0,6.67,0.008574574383818735,2.0391674086476668
7500,1000,5000,5,0.1,0.9,2.0,6.7709090909090905,0.00858346819075633,2.039183199264078
7500,1000,5000,5,0.1,0.9,2.0,6.871818181818181,0.00859217911673965,2.039186500221437
7500,1000,5000,5,0.1,0.9,2.0,6.972727272727273,0.008600712623077064,2.039177962380565
7500,1000,5000,5,0.1,0.9,2.0,7.073636363636363,0.00860907395615391,2.0391582014332656
7500,1000,5000,5,0.1,0.9,2.0,7.174545454545454,0.0086172681579691,2.0391278000651494
7500,1000,5000,5,0.1,0.9,2.0,7.275454545454545,0.008625300076051976,2.0390873099662725
7500,1000,5000,5,0.1,0.9,2.0,7.376363636363636,0.00863317437280242,2.0390372537017174
7500,1000,5000,5,0.1,0.9,2.0,7.477272727272727,0.00864089553429281,2.0389781264531375
7500,1000,5000,5,0.1,0.9,2.0,7.578181818181818,0.00864846787856855,2.0389103976414
7500,1000,5000,5,0.1,0.9,2.0,7.679090909090909,0.008655895563479959,2.038834512439469
7500,1000,5000,5,0.1,0.9,2.0,7.779999999999999,0.008663182594076824,2.0387508931839644
7500,1000,5000,5,0.1,0.9,2.0,7.880909090909091,0.008670332829593706,2.0386599406930563
7500,1000,5000,5,0.1,0.9,2.0,7.981818181818181,0.00867734999005277,2.0385620354977423
7500,1000,5000,5,0.1,0.9,2.0,8.082727272727272,0.008684237662508325,2.0384575389929287
7500,1000,5000,5,0.1,0.9,2.0,8.183636363636364,0.00869099930695573,2.0383467945142284
7500,1000,5000,5,0.1,0.9,2.0,8.284545454545453,0.008697638261925936,2.0382301283459077
7500,1000,5000,5,0.1,0.9,2.0,8.385454545454545,0.008704157749784825,2.0381078506649084
7500,1000,5000,5,0.1,0.9,2.0,8.486363636363636,0.00871056088175583,2.037980256425597
7500,1000,5000,5,0.1,0.9,2.0,8.587272727272726,0.00871685066268242,2.037847626189358
7500,1000,5000,5,0.1,0.9,2.0,8.688181818181818,0.008723029995546316,2.037710226902991
7500,1000,5000,5,0.1,0.9,2.0,8.789090909090909,0.008729101685755915,2.0375683126294146
7500,1000,5000,5,0.1,0.9,2.0,8.889999999999999,0.00873506844521877,2.0374221252340123
7500,1000,5000,5,0.1,0.9,2.0,8.99090909090909,0.008740932896210404,2.03727189502963
7500,1000,5000,5,0.1,0.9,2.0,9.091818181818182,0.00874669757505176,2.0371178413830524
7500,1000,5000,5,0.1,0.9,2.0,9.192727272727272,0.00875236493560605,2.03696017328553
7500,1000,5000,5,0.1,0.9,2.0,9.293636363636365,0.008757937352605296,2.0367990898897856
7500,1000,5000,5,0.1,0.9,2.0,9.394545454545456,0.00876341712481655,2.0366347810156786
7500,1000,5000,5,0.1,0.9,2.0,9.495454545454544,0.008768806478056435,2.0364674276266115
7500,1000,5000,5,0.1,0.9,2.0,9.596363636363636,0.0087741075680625,2.036297202278589
7500,1000,5000,5,0.1,0.9,2.0,9.697272727272727,0.008779322483229724,2.036124269543662
7500,1000,5000,5,0.1,0.9,2.0,9.798181818181815,0.008784453247218955,2.0359487864094348
7500,1000,5000,5,0.1,0.9,2.0,9.899090909090908,0.008789501821444745,2.0357709026561386
7500,1000,5000,5,0.1,0.9,2.0,10.0,0.008794470107448715,2.0355907612126742
7500,1000,5000,5,0.1,0.9,3.0,0.01,0.007786240913215475,0.63811631836754
7500,1000,5000,5,0.1,0.9,3.0,0.1109090909090909,0.007921164006896344,0.6416812454044836
7500,1000,5000,5,0.1,0.9,3.0,0.2118181818181818,0.008044477909696309,0.6445185027662224
7500,1000,5000,5,0.1,0.9,3.0,0.3127272727272727,0.008158006358748625,0.6467763926998933
7500,1000,5000,5,0.1,0.9,3.0,0.4136363636363636,0.008263144223631785,0.6485665904798823
7500,1000,5000,5,0.1,0.9,3.0,0.5145454545454545,0.00836098596342585,0.6499749032605717
7500,1000,5000,5,0.1,0.9,3.0,0.6154545454545455,0.008452409316570864,0.6510683933225515
7500,1000,5000,5,0.1,0.9,3.0,0.7163636363636363,0.00853813155849366,0.6519002394196567
7500,1000,5000,5,0.1,0.9,3.0,0.8172727272727273,0.00861874838767793,0.6525131420684585
7500,1000,5000,5,0.1,0.9,3.0,0.9181818181818182,0.008694761484555094,0.6529417634104356
7500,1000,5000,5,0.1,0.9,3.0,1.019090909090909,0.008766598487883725,0.6532145102131525
7500,1000,5000,5,0.1,0.9,3.0,1.12,0.008834627773289045,0.6533548596877032
7500,1000,5000,5,0.1,0.9,3.0,1.220909090909091,0.0088991695907985,0.6533823606385692
7500,1000,5000,5,0.1,0.9,3.0,1.3218181818181818,0.008960504601007096,0.6533133998881798
7500,1000,5000,5,0.1,0.9,3.0,1.4227272727272726,0.009018880518641005,0.6531617962616993
7500,1000,5000,5,0.1,0.9,3.0,1.5236363636363637,0.009074517356003165,0.6529392660515355
7500,1000,5000,5,0.1,0.9,3.0,1.6245454545454543,0.00912761161456318,0.6526557914399999
7500,1000,5000,5,0.1,0.9,3.0,1.7254545454545454,0.00917833967500749,0.652319914777941
7500,1000,5000,5,0.1,0.9,3.0,1.8263636363636364,0.00922686056840529,0.6519389756013283
7500,1000,5000,5,0.1,0.9,3.0,1.9272727272727272,0.00927331826366417,0.6515193029864961
7500,1000,5000,5,0.1,0.9,3.0,2.028181818181818,0.009317843572631435,0.6510663727558855
7500,1000,5000,5,0.1,0.9,3.0,2.129090909090909,0.009360555749778135,0.6505849367892815
7500,1000,5000,5,0.1,0.9,3.0,2.2299999999999995,0.00940156384554061,0.6500791300273547
7500,1000,5000,5,0.1,0.9,3.0,2.3309090909090906,0.00944096785916819,0.6495525595079614
7500,1000,5000,5,0.1,0.9,3.0,2.4318181818181817,0.009478859727020936,0.6490083788351202
7500,1000,5000,5,0.1,0.9,3.0,2.5327272727272723,0.00951532417476281,0.6484493507642757
7500,1000,5000,5,0.1,0.9,3.0,2.6336363636363638,0.00955043945616139,0.6478779000371891
7500,1000,5000,5,0.1,0.9,3.0,2.7345454545454544,0.009584277996777905,0.6472961581736667
7500,1000,5000,5,0.1,0.9,3.0,2.835454545454545,0.00961690695738184,0.6467060015948711
7500,1000,5000,5,0.1,0.9,3.0,2.936363636363636,0.009648388729214245,0.6461090841917145
7500,1000,5000,5,0.1,0.9,3.0,3.037272727272727,0.009678781371076755,0.6455068652452122
7500,1000,5000,5,0.1,0.9,3.0,3.1381818181818177,0.009708138996509779,0.6449006334412153
7500,1000,5000,5,0.1,0.9,3.0,3.239090909090909,0.009736512117945425,0.6442915275902977
7500,1000,5000,5,0.1,0.9,3.0,3.34,0.009763947953605249,0.6436805545575727
7500,1000,5000,5,0.1,0.9,3.0,3.4409090909090905,0.00979049070200506,0.6430686048214626
7500,1000,5000,5,0.1,0.9,3.0,3.541818181818181,0.009816181788183395,0.6424564660106881
7500,1000,5000,5,0.1,0.9,3.0,3.6427272727272726,0.009841060085156365,0.6418448347117465
7500,1000,5000,5,0.1,0.9,3.0,3.743636363636363,0.009865162113592915,0.6412343267923846
7500,1000,5000,5,0.1,0.9,3.0,3.8445454545454543,0.009888522222280014,0.640625486448006
7500,1000,5000,5,0.1,0.9,3.0,3.945454545454545,0.009911172751591705,0.640018794146046
7500,1000,5000,5,0.1,0.9,3.0,4.046363636363636,0.009933144181877684,0.6394146736168463
7500,1000,5000,5,0.1,0.9,3.0,4.147272727272727,0.009954465268434035,0.6388134980174508
7500,1000,5000,5,0.1,0.9,3.0,4.248181818181818,0.009975163164504195,0.6382155953762515
7500,1000,5000,5,0.1,0.9,3.0,4.349090909090909,0.00999526353357607,0.6376212534108829
7500,1000,5000,5,0.1,0.9,3.0,4.449999999999999,0.010014790652084441,0.6370307237986853
7500,1000,5000,5,0.1,0.9,3.0,4.550909090909091,0.010033767503493855,0.636444225968005
7500,1000,5000,5,0.1,0.9,3.0,4.651818181818181,0.010052215864621745,0.6358619504692306
7500,1000,5000,5,0.1,0.9,3.0,4.752727272727272,0.0100701563849614,0.635284061976513
7500,1000,5000,5,0.1,0.9,3.0,4.853636363636364,0.010087608659678135,0.6347107019643292
7500,1000,5000,5,0.1,0.9,3.0,4.954545454545454,0.01010459129687616,0.6341419910972567
7500,1000,5000,5,0.1,0.9,3.0,5.055454545454545,0.01012112197966895,0.6335780313663625
7500,1000,5000,5,0.1,0.9,3.0,5.156363636363636,0.010137217523527245,0.6330189080013507
7500,1000,5000,5,0.1,0.9,3.0,5.257272727272727,0.010152893929329745,0.6324646911839418
7500,1000,5000,5,0.1,0.9,3.0,5.3581818181818175,0.010168166432496236,0.6319154375847951
7500,1000,5000,5,0.1,0.9,3.0,5.459090909090909,0.010183049548544664,0.6313711917435503
