p,rho,n_w,operator_norm_mean,operator_norm_std,frobenius_norm_mean,frobenius_norm_std,n_reps
5000,0.6,50,127.85408505890135,1.581433901692853,706.8562179874923,2.15830074267267,50
5000,0.6,100,70.28485493425008,0.8076388794374253,500.1999340768435,1.196743695690983,50
5000,0.6,200,39.756269476683926,0.4497505991000386,353.72740847828965,0.6378097946901257,50
5000,0.6,500,19.51625738426697,0.15354808593981892,223.6942829760792,0.28041493497736597,50
5000,0.6,1000,11.789742142038879,0.10059621976627771,158.15146390135968,0.18376648441909327,50
5000,0.6,2000,7.384374032044018,0.04489280341692503,111.82133970938159,0.0852564443775631,50
5000,0.6,5000,4.125727394287361,0.029519904668924162,70.7202172178608,0.034639198770126625,50
5000,0.6,10000,2.7307246660100213,0.018462343938620864,50.00865263367142,0.02503513707643784,50
5000,0.6,20000,1.8372308201685212,0.011085536176518649,35.36505288394713,0.02004159609806214,50
