n,n_w,p,df,kappa,noise_std,lambda,R_squared_ind,R_squared_sum
7500,1000,10000,3.0,0.9,3.0,7.174545454545454,0.0005296699259952175,0.253990587555221
7500,1000,10000,3.0,0.9,3.0,7.275454545454545,0.0005290439273237907,0.2540234669896253
7500,1000,10000,3.0,0.9,3.0,7.376363636363636,0.0005284264216101192,0.2540556449567234
7500,1000,10000,3.0,0.9,3.0,7.477272727272727,0.0005278172196513088,0.25408714337027877
7500,1000,10000,3.0,0.9,3.0,7.578181818181818,0.0005272161384976329,0.25411798329129387
7500,1000,10000,3.0,0.9,3.0,7.679090909090909,0.0005266230011705785,0.254148184967585
7500,1000,10000,3.0,0.9,3.0,7.779999999999999,0.0005260376363970621,0.2541777678712203
7500,1000,10000,3.0,0.9,3.0,7.880909090909091,0.0005254598783588336,0.25420675073395504
7500,1000,10000,3.0,0.9,3.0,7.981818181818181,0.0005248895664557513,0.254235151580788
7500,1000,10000,3.0,0.9,3.0,8.082727272727272,0.000524326545082315,0.25426298776174894
7500,1000,10000,3.0,0.9,3.0,8.183636363636364,0.0005237706634163759,0.2542902759820247
7500,1000,10000,3.0,0.9,3.0,8.284545454545453,0.0005232217752190872,0.2543170323305231
7500,1000,10000,3.0,0.9,3.0,8.385454545454545,0.0005226797386457449,0.2543432723069682
7500,1000,10000,3.0,0.9,3.0,8.486363636363636,0.0005221444160664948,0.25436901084760877
7500,1000,10000,3.0,0.9,3.0,8.587272727272726,0.0005216156738963153,0.25439426234962437
7500,1000,10000,3.0,0.9,3.0,8.688181818181818,0.0005210933824338616,0.2544190406943057
7500,1000,10000,3.0,0.9,3.0,8.789090909090909,0.0005205774157084383,0.2544433592690719
7500,1000,10000,3.0,0.9,3.0,8.889999999999999,0.000520067651334619,0.2544672309884005
7500,1000,10000,3.0,0.9,3.0,8.99090909090909,0.0005195639703742333,0.2544906683137251
7500,1000,10000,3.0,0.9,3.0,9.091818181818182,0.0005190662572049181,0.25451368327236135
7500,1000,10000,3.0,0.9,3.0,9.192727272727272,0.0005185743993953185,0.25453628747551427
7500,1000,10000,3.0,0.9,3.0,9.293636363636365,0.000518088287586008,0.25455849213541726
7500,1000,10000,3.0,0.9,3.0,9.394545454545456,0.0005176078153762852,0.2545803080816535
7500,1000,10000,3.0,0.9,3.0,9.495454545454544,0.0005171328792162198,0.2546017457766986
7500,1000,10000,3.0,0.9,3.0,9.596363636363636,0.0005166633783035961,0.2546228153307344
7500,1000,10000,3.0,0.9,3.0,9.697272727272727,0.0005161992144858375,0.25464352651576416
7500,1000,10000,3.0,0.9,3.0,9.798181818181815,0.0005157402921661638,0.2546638887790768
7500,1000,10000,3.0,0.9,3.0,9.899090909090908,0.00051528651821414,0.2546839112560817
7500,1000,10000,3.0,0.9,3.0,10.0,0.0005148378018801249,0.25470360278256154
12500,1000,5000,3.0,0.05,0.5,0.01,0.15329793892765636,0.1401095443542549
12500,1000,5000,3.0,0.05,0.5,0.1109090909090909,0.16618106800595647,0.1446259694938916
12500,1000,5000,3.0,0.05,0.5,0.2118181818181818,0.17540358463050337,0.14798160917320025
12500,1000,5000,3.0,0.05,0.5,0.3127272727272727,0.18246409718058326,0.1507191647382427
12500,1000,5000,3.0,0.05,0.5,0.4136363636363636,0.18809014323422904,0.153067292596827
12500,1000,5000,3.0,0.05,0.5,0.5145454545454545,0.19269789974611612,0.15514405481854304
12500,1000,5000,3.0,0.05,0.5,0.6154545454545455,0.1965493276838458,0.15701851828997299
12500,1000,5000,3.0,0.05,0.5,0.7163636363636363,0.1998201785305632,0.1587347232818119
12500,1000,5000,3.0,0.05,0.5,0.8172727272727273,0.20263392885634338,0.16032259704281143
12500,1000,5000,3.0,0.05,0.5,0.9181818181818182,0.20508043539307033,0.16180350082092046
12500,1000,5000,3.0,0.05,0.5,1.019090909090909,0.2072269406944534,0.16319329055633586
12500,1000,5000,3.0,0.05,0.5,1.12,0.20912492614343248,0.16450411745146548
12500,1000,5000,3.0,0.05,0.5,1.220909090909091,0.21081456567091345,0.1657455433556849
12500,1000,5000,3.0,0.05,0.5,1.3218181818181818,0.21232772282846474,0.16692526180552375
12500,1000,5000,3.0,0.05,0.5,1.4227272727272726,0.2136900270238146,0.16804958118499727
12500,1000,5000,3.0,0.05,0.5,1.5236363636363637,0.2149223476885695,0.16912375858792297
12500,1000,5000,3.0,0.05,0.5,1.6245454545454543,0.216041863385807,0.17015223674217564
12500,1000,5000,3.0,0.05,0.5,1.7254545454545454,0.2170628516149275,0.17113881611126874
12500,1000,5000,3.0,0.05,0.5,1.8263636363636364,0.2179972818561169,0.17208678251435933
12500,1000,5000,3.0,0.05,0.5,1.9272727272727272,0.21885526736277994,0.17299900351657643
12500,1000,5000,3.0,0.05,0.5,2.028181818181818,0.21964541383645303,0.1738780024414115
12500,1000,5000,3.0,0.05,0.5,2.129090909090909,0.22037509168474184,0.17472601605109558
12500,1000,5000,3.0,0.05,0.5,2.2299999999999995,0.22105065087748338,0.17554504010811828
12500,1000,5000,3.0,0.05,0.5,2.3309090909090906,0.221677592152086,0.17633686580761088
12500,1000,5000,3.0,0.05,0.5,2.4318181818181817,0.22226070465119846,0.1771031092374521
12500,1000,5000,3.0,0.05,0.5,2.5327272727272723,0.22280417748058498,0.1778452354457594
12500,1000,5000,3.0,0.05,0.5,2.6336363636363638,0.2233116908126666,0.17856457828882952
12500,1000,5000,3.0,0.05,0.5,2.7345454545454544,0.2237864908073432,0.17926235694184303
12500,1000,5000,3.0,0.05,0.5,2.835454545454545,0.22423145162580949,0.17993968974382893
12500,1000,5000,3.0,0.05,0.5,2.936363636363636,0.22464912707240928,0.18059760589358065
12500,1000,5000,3.0,0.05,0.5,3.037272727272727,0.22504179384311232,0.18123705539815294
12500,1000,5000,3.0,0.05,0.5,3.1381818181818177,0.2254114879371527,0.18185891758912562
12500,1000,5000,3.0,0.05,0.5,3.239090909090909,0.22576003546545423,0.18246400845617214
12500,1000,5000,3.0,0.05,0.5,3.34,0.22608907884034432,0.18305308699715772
12500,1000,5000,3.0,0.05,0.5,3.4409090909090905,0.22640009913738698,0.18362686074506807
12500,1000,5000,3.0,0.05,0.5,3.541818181818181,0.22669443526849595,0.18418599060169427
12500,1000,5000,3.0,0.05,0.5,3.6427272727272726,0.2269733004859124,0.1847310950841218
12500,1000,5000,3.0,0.05,0.5,3.743636363636363,0.22723779664173524,0.18526275407113552
12500,1000,5000,3.0,0.05,0.5,3.8445454545454543,0.22748892655193015,0.18578151212155017
12500,1000,5000,3.0,0.05,0.5,3.945454545454545,0.22772760475290954,0.18628788142433722
12500,1000,5000,3.0,0.05,0.5,4.046363636363636,0.22795466688965363,0.18678234443059089
12500,1000,5000,3.0,0.05,0.5,4.147272727272727,0.22817087793447927,0.187265356209404
12500,1000,5000,3.0,0.05,0.5,4.248181818181818,0.2283769394030483,0.18773734656316748
12500,1000,5000,3.0,0.05,0.5,4.349090909090909,0.22857349570756527,0.18819872193244394
12500,1000,5000,3.0,0.05,0.5,4.449999999999999,0.22876113976518178,0.18864986711610393
12500,1000,5000,3.0,0.05,0.5,4.550909090909091,0.2289404179614972,0.18909114682871714
12500,1000,5000,3.0,0.05,0.5,4.651818181818181,0.22911183455399736,0.1895229071141018
12500,1000,5000,3.0,0.05,0.5,4.752727272727272,0.22927585558773428,0.18994547663134154
12500,1000,5000,3.0,0.05,0.5,4.853636363636364,0.22943291238506305,0.1903591678273872
12500,1000,5000,3.0,0.05,0.5,4.954545454545454,0.22958340466244845,0.19076427800852294
12500,1000,5000,3.0,0.05,0.5,5.055454545454545,0.22972770331993847,0.191161090321391
12500,1000,5000,3.0,0.05,0.5,5.156363636363636,0.22986615294263862,0.19154987465294288
12500,1000,5000,3.0,0.05,0.5,5.257272727272727,0.22999907404820447,0.19193088845752296
12500,1000,5000,3.0,0.05,0.5,5.3581818181818175,0.23012676510985663,0.192304377518318
12500,1000,5000,3.0,0.05,0.5,5.459090909090909,0.23024950438056738,0.19267057664954795
12500,1000,5000,3.0,0.05,0.5,5.56,0.23036755154077446,0.19302971034504376
12500,1000,5000,3.0,0.05,0.5,5.66090909090909,0.23048114918915039,0.19338199337821665
12500,1000,5000,3.0,0.05,0.5,5.761818181818182,0.23059052419352724,0.19372763135787452
12500,1000,5000,3.0,0.05,0.5,5.862727272727272,0.2306958889169811,0.19406682124385422
12500,1000,5000,3.0,0.05,0.5,5.963636363636363,0.23079744233227104,0.19439975182601438
12500,1000,5000,3.0,0.05,0.5,6.064545454545455,0.23089537103625882,0.19472660416976845
12500,1000,5000,3.0,0.05,0.5,6.165454545454545,0.23098985017457357,0.19504755203100377
12500,1000,5000,3.0,0.05,0.5,6.266363636363636,0.2310810442856035,0.19536276224295274
12500,1000,5000,3.0,0.05,0.5,6.367272727272727,0.23116910807186053,0.19567239507732168
12500,1000,5000,3.0,0.05,0.5,6.468181818181818,0.2312541871058634,0.19597660458176255
12500,1000,5000,3.0,0.05,0.5,6.569090909090908,0.2313364184768943,0.19627553889557164
12500,1000,5000,3.0,0.05,0.5,6.67,0.23141593138428868,0.19656934054532035
12500,1000,5000,3.0,0.05,0.5,6.7709090909090905,0.23149284768231126,0.1968581467219684
12500,1000,5000,3.0,0.05,0.5,6.871818181818181,0.23156728238113264,0.19714208954086515
12500,1000,5000,3.0,0.05,0.5,6.972727272727273,0.23163934410794867,0.19742129628592153
12500,1000,5000,3.0,0.05,0.5,7.073636363636363,0.23170913553186515,0.19769588963911727
12500,1000,5000,3.0,0.05,0.5,7.174545454545454,0.23177675375580126,0.1979659878964118
12500,1000,5000,3.0,0.05,0.5,7.275454545454545,0.23184229067833712,0.19823170517103372
12500,1000,5000,3.0,0.05,0.5,7.376363636363636,0.23190583332813697,0.19849315158503866
12500,1000,5000,3.0,0.05,0.5,7.477272727272727,0.23196746417332337,0.19875043344995363
12500,1000,5000,3.0,0.05,0.5,7.578181818181818,0.23202726140794477,0.19900365343726134
12500,1000,5000,3.0,0.05,0.5,7.679090909090909,0.23208529921747284,0.19925291073940934
12500,1000,5000,3.0,0.05,0.5,7.779999999999999,0.23214164802508294,0.1994983012219838
12500,1000,5000,3.0,0.05,0.5,7.880909090909091,0.23219637472030558,0.19973991756762707
12500,1000,5000,3.0,0.05,0.5,7.981818181818181,0.2322495428714894,0.19997784941224375
12500,1000,5000,3.0,0.05,0.5,8.082727272727272,0.23230121292338465,0.2002121834739868
12500,1000,5000,3.0,0.05,0.5,8.183636363636364,0.23235144238103533,0.20044300367549045
12500,1000,5000,3.0,0.05,0.5,8.284545454545453,0.2324002859810642,0.20067039125976768
12500,1000,5000,3.0,0.05,0.5,8.385454545454545,0.23244779585133607,0.20089442490017317
12500,1000,5000,3.0,0.05,0.5,8.486363636363636,0.2324940216598998,0.201115180804793
12500,1000,5000,3.0,0.05,0.5,8.587272727272726,0.23253901075402972,0.2013327328156004
12500,1000,5000,3.0,0.05,0.5,8.688181818181818,0.23258280829011832,0.20154715250269403
12500,1000,5000,3.0,0.05,0.5,8.789090909090909,0.2326254573551058,0.20175850925390768
12500,1000,5000,3.0,0.05,0.5,8.889999999999999,0.23266699908007685,0.20196687036006833
12500,1000,5000,3.0,0.05,0.5,8.99090909090909,0.23270747274659925,0.2021723010961518
12500,1000,5000,3.0,0.05,0.5,9.091818181818182,0.23274691588633503,0.2023748647985732
12500,1000,5000,3.0,0.05,0.5,9.192727272727272,0.2327853643744086,0.20257462293883483
12500,1000,5000,3.0,0.05,0.5,9.293636363636365,0.2328228525169776,0.20277163519373204
12500,1000,5000,3.0,0.05,0.5,9.394545454545456,0.23285941313341815,0.20296595951231383
12500,1000,5000,3.0,0.05,0.5,9.495454545454544,0.23289507763350104,0.20315765217977494
12500,1000,5000,3.0,0.05,0.5,9.596363636363636,0.23292987608990795,0.2033467678784488
12500,1000,5000,3.0,0.05,0.5,9.697272727272727,0.23296383730640718,0.2035333597460552
12500,1000,5000,3.0,0.05,0.5,9.798181818181815,0.23299698888198622,0.2037174794313552
12500,1000,5000,3.0,0.05,0.5,9.899090909090908,0.23302935727121418,0.20389917714734587
12500,1000,5000,3.0,0.05,0.5,10.0,0.23306096784108615,0.20407850172212796
12500,1000,5000,3.0,0.05,2.0,0.01,0.03797665396918923,1.5475709881041284
12500,1000,5000,3.0,0.05,2.0,0.1109090909090909,0.041216354949167894,1.5787056464251747
12500,1000,5000,3.0,0.05,2.0,0.2118181818181818,0.04345594971606671,1.5970727671834002
12500,1000,5000,3.0,0.05,2.0,0.3127272727272727,0.04517937551484496,1.608860450101804
12500,1000,5000,3.0,0.05,2.0,0.4136363636363636,0.04658685299224692,1.6167421624888827
12500,1000,5000,3.0,0.05,2.0,0.5145454545454545,0.047780215358719284,1.6221070507819135
12500,1000,5000,3.0,0.05,2.0,0.6154545454545455,0.04881816938059599,1.625760072311106
12500,1000,5000,3.0,0.05,2.0,0.7163636363636363,0.04973761345738979,1.6282033961270812
12500,1000,5000,3.0,0.05,2.0,0.8172727272727273,0.05056327275615705,1.629767541840182
12500,1000,5000,3.0,0.05,2.0,0.9181818181818182,0.05131255881096134,1.6306790814155878
12500,1000,5000,3.0,0.05,2.0,1.019090909090909,0.05199822907595879,1.6310983579371516
12500,1000,5000,3.0,0.05,2.0,1.12,0.0526299384085249,1.631141782342158
12500,1000,5000,3.0,0.05,2.0,1.220909090909091,0.053215192169363254,1.6308956542584867
12500,1000,5000,3.0,0.05,2.0,1.3218181818181818,0.0537599574258827,1.6304250685364434
12500,1000,5000,3.0,0.05,2.0,1.4227272727272726,0.05426906943235765,1.6297798438974076
12500,1000,5000,3.0,0.05,2.0,1.5236363636363637,0.054746510555300984,1.6289985790047177
12500,1000,5000,3.0,0.05,2.0,1.6245454545454543,0.05519560695698843,1.6281114933030145
12500,1000,5000,3.0,0.05,2.0,1.7254545454545454,0.05561917064527129,1.6271424575334088
12500,1000,5000,3.0,0.05,2.0,1.8263636363636364,0.05601960426148822,1.6261104710265328
12500,1000,5000,3.0,0.05,2.0,1.9272727272727272,0.05639897985253371,1.625030753410194
12500,1000,5000,3.0,0.05,2.0,2.028181818181818,0.05675909909414566,1.6239155626155408
12500,1000,5000,3.0,0.05,2.0,2.129090909090909,0.05710154003722225,1.622774815416355
12500,1000,5000,3.0,0.05,2.0,2.2299999999999995,0.057427693893445285,1.6216165634136774
12500,1000,5000,3.0,0.05,2.0,2.3309090909090906,0.05773879434385434,1.6204473618044186
12500,1000,5000,3.0,0.05,2.0,2.4318181818181817,0.05803594115468589,1.6192725576797922
12500,1000,5000,3.0,0.05,2.0,2.5327272727272723,0.058320119402465675,1.6180965172734172
12500,1000,5000,3.0,0.05,2.0,2.6336363636363638,0.058592215272072624,1.6169228064348176
12500,1000,5000,3.0,0.05,2.0,2.7345454545454544,0.05885302915056445,1.6157543349418177
12500,1000,5000,3.0,0.05,2.0,2.835454545454545,0.05910328656550114,1.6145934726248026
12500,1000,5000,3.0,0.05,2.0,2.936363636363636,0.059343647389084674,1.6134421433496644
12500,1000,5000,3.0,0.05,2.0,3.037272727272727,0.05957471363500616,1.612301901486131
12500,1000,5000,3.0,0.05,2.0,3.1381818181818177,0.05979703610411258,1.6111739944305452
12500,1000,5000,3.0,0.05,2.0,3.239090909090909,0.06001112008137627,1.6100594139573332
12500,1000,5000,3.0,0.05,2.0,3.34,0.060217430245616134,1.6089589385708691
12500,1000,5000,3.0,0.05,2.0,3.4409090909090905,0.060416394921722384,1.607873168569021
12500,1000,5000,3.0,0.05,2.0,3.541818181818181,0.06060840978043904,1.6068025551751783
12500,1000,5000,3.0,0.05,2.0,3.6427272727272726,0.060793841071354736,1.6057474248208223
12500,1000,5000,3.0,0.05,2.0,3.743636363636363,0.060973028459389525,1.6047079994461864
12500,1000,5000,3.0,0.05,2.0,3.8445454545454543,0.06114628752281365,1.6036844135181993
12500,1000,5000,3.0,0.05,2.0,3.945454545454545,0.061313911960994304,1.6026767283319074
12500,1000,5000,3.0,0.05,2.0,4.046363636363636,0.06147617555211397,1.6016849440559562
12500,1000,5000,3.0,0.05,2.0,4.147272727272727,0.061633333894635635,1.6007090098983956
12500,1000,5000,3.0,0.05,2.0,4.248181818181818,0.06178562596100112,1.5997488327014435
12500,1000,5000,3.0,0.05,2.0,4.349090909090909,0.06193327548769527,1.5988042842193435
12500,1000,5000,3.0,0.05,2.0,4.449999999999999,0.0620764922222131,1.5978752072893159
12500,1000,5000,3.0,0.05,2.0,4.550909090909091,0.06221547304447493,1.5969614210697411
12500,1000,5000,3.0,0.05,2.0,4.651818181818181,0.06235040297774284,1.5960627254904483
12500,1000,5000,3.0,0.05,2.0,4.752727272727272,0.062481456101993585,1.5951789050359846
12500,1000,5000,3.0,0.05,2.0,4.853636363636364,0.06260879638094664,1.5943097319630313
12500,1000,5000,3.0,0.05,2.0,4.954545454545454,0.06273257841245072,1.5934549690368958
12500,1000,5000,3.0,0.05,2.0,5.055454545454545,0.06285294811067105,1.5926143718584762
12500,1000,5000,3.0,0.05,2.0,5.156363636363636,0.06297004332743933,1.5917876908420063
12500,1000,5000,3.0,0.05,2.0,5.257272727272727,0.06308399441920878,1.5909746728944836
12500,1000,5000,3.0,0.05,2.0,5.3581818181818175,0.06319492476526486,1.5901750628400069
12500,1000,5000,3.0,0.05,2.0,5.459090909090909,0.06330295124216354,1.589388604625645
12500,1000,5000,3.0,0.05,2.0,5.56,0.06340818465878026,1.5886150423400613
12500,1000,5000,3.0,0.05,2.0,5.66090909090909,0.06351073015584532,1.5878541210714745
12500,1000,5000,3.0,0.05,2.0,5.761818181818182,0.06361068757340027,1.5871055876276972
12500,1000,5000,3.0,0.05,2.0,5.862727272727272,0.06370815178922382,1.5863691911376478
12500,1000,5000,3.0,0.05,2.0,5.963636363636363,0.06380321303094284,1.5856446835510054
12500,1000,5000,3.0,0.05,2.0,6.064545454545455,0.06389595716424842,1.584931820050317
12500,1000,5000,3.0,0.05,2.0,6.165454545454545,0.06398646595938012,1.5842303593877718
12500,1000,5000,3.0,0.05,2.0,6.266363636363636,0.06407481733781586,1.5835400641572712
12500,1000,5000,3.0,0.05,2.0,6.367272727272727,0.06416108560090404,1.5828607010108648
12500,1000,5000,3.0,0.05,2.0,6.468181818181818,0.06424534164199922,1.5821920408273773
12500,1000,5000,3.0,0.05,2.0,6.569090909090908,0.0643276531435069,1.5815338588400407
12500,1000,5000,3.0,0.05,2.0,6.67,0.06440808476010408,1.5808859347289608
12500,1000,5000,3.0,0.05,2.0,6.7709090909090905,0.0644866982892793,1.5802480526834635
12500,1000,5000,3.0,0.05,2.0,6.871818181818181,0.06456355283022831,1.5796200014387318
12500,1000,5000,3.0,0.05,2.0,6.972727272727273,0.06463870493204144,1.5790015742904977
12500,1000,5000,3.0,0.05,2.0,7.073636363636363,0.0647122087320337,1.5783925690910796
12500,1000,5000,3.0,0.05,2.0,7.174545454545454,0.06478411608499003,1.5777927882296061
12500,1000,5000,3.0,0.05,2.0,7.275454545454545,0.06485447668402819,1.577202038598907
12500,1000,5000,3.0,0.05,2.0,7.376363636363636,0.06492333817371952,1.5766201315511734
12500,1000,5000,3.0,0.05,2.0,7.477272727272727,0.06499074625605099,1.5760468828442886
12500,1000,5000,3.0,0.05,2.0,7.578181818181818,0.065056744789762,1.5754821125803746
12500,1000,5000,3.0,0.05,2.0,7.679090909090909,0.06512137588354237,1.574925645138007
12500,1000,5000,3.0,0.05,2.0,7.779999999999999,0.0651846799835388,1.5743773090992454
12500,1000,5000,3.0,0.05,2.0,7.880909090909091,0.06524669595557704,1.573836937172567
12500,1000,5000,3.0,0.05,2.0,7.981818181818181,0.06530746116247582,1.5733043661125699
12500,1000,5000,3.0,0.05,2.0,8.082727272727272,0.06536701153679654,1.5727794366372365
12500,1000,5000,3.0,0.05,2.0,8.183636363636364,0.06542538164934428,1.5722619933434439
12500,1000,5000,3.0,0.05,2.0,8.284545454545453,0.06548260477371351,1.5717518846212566
12500,1000,5000,3.0,0.05,2.0,8.385454545454545,0.06553871294714421,1.5712489625675423
12500,1000,5000,3.0,0.05,2.0,8.486363636363636,0.0655937370279379,1.570753082899308
12500,1000,5000,3.0,0.05,2.0,8.587272727272726,0.06564770674966058,1.5702641048671222
12500,1000,5000,3.0,0.05,2.0,8.688181818181818,0.06570065077234405,1.569781891168945
12500,1000,5000,3.0,0.05,2.0,8.789090909090909,0.06575259673088034,1.5693063078646086
12500,1000,5000,3.0,0.05,2.0,8.889999999999999,0.06580357128078984,1.5688372242911857
12500,1000,5000,3.0,0.05,2.0,8.99090909090909,0.06585360014153013,1.5683745129794247
12500,1000,5000,3.0,0.05,2.0,9.091818181818182,0.06590270813750025,1.5679180495713907
12500,1000,5000,3.0,0.05,2.0,9.192727272727272,0.06595091923688448,1.5674677127394705
12500,1000,5000,3.0,0.05,2.0,9.293636363636365,0.06599825658846853,1.5670233841068129
12500,1000,5000,3.0,0.05,2.0,9.394545454545456,0.0660447425565526,1.5665849481693017
12500,1000,5000,3.0,0.05,2.0,9.495454545454544,0.06609039875407606,1.56615229221913
12500,1000,5000,3.0,0.05,2.0,9.596363636363636,0.06613524607406124,1.565725306270005
12500,1000,5000,3.0,0.05,2.0,9.697272727272727,0.06617930471947628,1.5653038829840473
12500,1000,5000,3.0,0.05,2.0,9.798181818181815,0.06622259423160987,1.5648879176003831
12500,1000,5000,3.0,0.05,2.0,9.899090909090908,0.0662651335170446,1.5644773078654524
12500,1000,5000,3.0,0.05,2.0,10.0,0.06630694087331043,1.564071953965053
12500,1000,5000,3.0,0.05,3.0,0.01,0.022873865884535854,0.02981972529754226
12500,1000,5000,3.0,0.05,3.0,0.1109090909090909,0.024064868306540206,0.029809840597428066
12500,1000,5000,3.0,0.05,3.0,0.2118181818181818,0.025042057662773856,0.029783192763547395
12500,1000,5000,3.0,0.05,3.0,0.3127272727272727,0.025854235028192746,0.02975098276321691
12500,1000,5000,3.0,0.05,3.0,0.4136363636363636,0.02654023635681919,0.0297173623892305
12500,1000,5000,3.0,0.05,3.0,0.5145454545454545,0.02712802704083599,0.029684097441081914
12500,1000,5000,3.0,0.05,3.0,0.6154545454545455,0.027637814272094524,0.02965196940537109
12500,1000,5000,3.0,0.05,3.0,0.7163636363636363,0.028084500592917776,0.029621308221850818
12500,1000,5000,3.0,0.05,3.0,0.8172727272727273,0.028479323806730766,0.029592223962158375
12500,1000,5000,3.0,0.05,3.0,0.9181818181818182,0.028830934688654934,0.029564716732508923
12500,1000,5000,3.0,0.05,3.0,1.019090909090909,0.02914611538126635,0.029538731961362485
12500,1000,5000,3.0,0.05,3.0,1.12,0.02943026887484321,0.029514189315637367
12500,1000,5000,3.0,0.05,3.0,1.220909090909091,0.02968776023265126,0.029490998169108624
12500,1000,5000,3.0,0.05,3.0,1.3218181818181818,0.02992215968775199,0.029469065928910642
12500,1000,5000,3.0,0.05,3.0,1.4227272727272726,0.03013641931633936,0.02944830245521728
12500,1000,5000,3.0,0.05,3.0,1.5236363636363637,0.030333003774592478,0.029428622300807623
12500,1000,5000,3.0,0.05,3.0,1.6245454545454543,0.03051398862909069,0.029409945721400634
12500,1000,5000,3.0,0.05,3.0,1.7254545454545454,0.030681135405354137,0.029392198993244727
12500,1000,5000,3.0,0.05,3.0,1.8263636363636364,0.03083594962975886,0.029375314346108662
12500,1000,5000,3.0,0.05,3.0,1.9272727272727272,0.03097972625939367,0.029359229690749583
12500,1000,5000,3.0,0.05,3.0,2.028181818181818,0.031113585629090612,0.02934388824544833
12500,1000,5000,3.0,0.05,3.0,2.129090909090909,0.031238502178220082,0.029329238122513722
12500,1000,5000,3.0,0.05,3.0,2.2299999999999995,0.03135532761637251,0.02931523190972766
12500,1000,5000,3.0,0.05,3.0,2.3309090909090906,0.031464809760358516,0.02930182626619283
12500,1000,5000,3.0,0.05,3.0,2.4318181818181817,0.03156760796896842,0.02928898154275277
12500,1000,5000,3.0,0.05,3.0,2.5327272727272723,0.03166430587960407,0.02927666143160198
12500,1000,5000,3.0,0.05,3.0,2.6336363636363638,0.03175542198738659,0.029264832646432575
12500,1000,5000,3.0,0.05,3.0,2.7345454545454544,0.03184141848573243,0.029253464632583527
12500,1000,5000,3.0,0.05,3.0,2.835454545454545,0.0319227086959892,0.02924252930562755
12500,1000,5000,3.0,0.05,3.0,2.936363636363636,0.031999663344354445,0.02923200081632137
12500,1000,5000,3.0,0.05,3.0,3.037272727272727,0.03207261589117557,0.029221855339644935
12500,1000,5000,3.0,0.05,3.0,3.1381818181818177,0.03214186707669385,0.029212070885641827
12500,1000,5000,3.0,0.05,3.0,3.239090909090909,0.03220768881534928,0.029202627129863455
12500,1000,5000,3.0,0.05,3.0,3.34,0.032270327545701895,0.02919350526136354
12500,1000,5000,3.0,0.05,3.0,3.4409090909090905,0.03233000712323212,0.02918468784636214
12500,1000,5000,3.0,0.05,3.0,3.541818181818181,0.03238693132754191,0.029176158705873777
12500,1000,5000,3.0,0.05,3.0,3.6427272727272726,0.03244128604288601,0.029167902805769808
12500,1000,5000,3.0,0.05,3.0,3.743636363636363,0.032493241160826726,0.029159906157905868
12500,1000,5000,3.0,0.05,3.0,3.8445454545454543,0.032542952245602795,0.02915215573109938
12500,1000,5000,3.0,0.05,3.0,3.945454545454545,0.03259056199613002,0.029144639370876545
12500,1000,5000,3.0,0.05,3.0,4.046363636363636,0.03263620153309398,0.029137345727033165
12500,1000,5000,3.0,0.05,3.0,4.147272727272727,0.03267999153511197,0.02913026418816302
12500,1000,5000,3.0,0.05,3.0,4.248181818181818,0.032722043244242834,0.029123384822404043
12500,1000,5000,3.0,0.05,3.0,4.349090909090909,0.03276245935805538,0.029116698323742186
12500,1000,5000,3.0,0.05,3.0,4.449999999999999,0.03280133482291536,0.029110195963284097
12500,1000,5000,3.0,0.05,3.0,4.550909090909091,0.03283875754101865,0.029103869544981908
12500,1000,5000,3.0,0.05,3.0,4.651818181818181,0.03287480900190944,0.029097711365349617
12500,1000,5000,3.0,0.05,3.0,4.752727272727272,0.03290956484771925,0.029091714176762772
12500,1000,5000,3.0,0.05,3.0,4.853636363636364,0.032943095380089146,0.029085871153980165
12500,1000,5000,3.0,0.05,3.0,4.954545454545454,0.032975466015663694,0.029080175863565906
12500,1000,5000,3.0,0.05,3.0,5.055454545454545,0.033006737696127296,0.029074622235925114
12500,1000,5000,3.0,0.05,3.0,5.156363636363636,0.033036967257975274,0.029069204539699262
12500,1000,5000,3.0,0.05,3.0,5.257272727272727,0.0330662077665441,0.029063917358292897
12500,1000,5000,3.0,0.05,3.0,5.3581818181818175,0.033094508818253036,0.029058755568329497
12500,1000,5000,3.0,0.05,3.0,5.459090909090909,0.0331219168145185,0.02905371431985514
12500,1000,5000,3.0,0.05,3.0,5.56,0.03314847521037794,0.02904878901812672
12500,1000,5000,3.0,0.05,3.0,5.66090909090909,0.03317422474049345,0.02904397530684038
12500,1000,5000,3.0,0.05,3.0,5.761818181818182,0.03319920362489002,0.0290392690526683
12500,1000,5000,3.0,0.05,3.0,5.862727272727272,0.033223447756504904,0.029034666330987884
12500,1000,5000,3.0,0.05,3.0,5.963636363636363,0.03324699087238792,0.029030163412696486
12500,1000,5000,3.0,0.05,3.0,6.064545454545455,0.03326986471018141,0.0290257567520175
12500,1000,5000,3.0,0.05,3.0,6.165454545454545,0.03329209915132712,0.0290214429752118
12500,1000,5000,3.0,0.05,3.0,6.266363636363636,0.03331372235228692,0.02901721887011659
12500,1000,5000,3.0,0.05,3.0,6.367272727272727,0.033334760864923714,0.029013081376443428
12500,1000,5000,3.0,0.05,3.0,6.468181818181818,0.03335523974706652,0.029009027576769368
12500,1000,5000,3.0,0.05,3.0,6.569090909090908,0.033375182664173976,0.02900505468816677
12500,1000,5000,3.0,0.05,3.0,6.67,0.033394611982915226,0.02900116005441732
