n,n_w,p,df,kappa,noise_std,lambda,R_squared_ind,R_squared_sum
7500,1000,5000,3.0,0.9,2.0,7.376363636363636,0.0073993735245043105,1.1147904529148702
7500,1000,5000,3.0,0.9,2.0,7.477272727272727,0.0074029457788688195,1.114579803701008
7500,1000,5000,3.0,0.9,2.0,7.578181818181818,0.007406476550193235,1.1143715023312193
7500,1000,5000,3.0,0.9,2.0,7.679090909090909,0.007409966570546001,1.1141655135786699
7500,1000,5000,3.0,0.9,2.0,7.779999999999999,0.007413416558380815,1.1139618025507771
7500,1000,5000,3.0,0.9,2.0,7.880909090909091,0.007416827218477751,1.1137603347198402
7500,1000,5000,3.0,0.9,2.0,7.981818181818181,0.007420199241933735,1.1135610759490853
7500,1000,5000,3.0,0.9,2.0,8.082727272727272,0.007423533306195546,1.1133639925146561
7500,1000,5000,3.0,0.9,2.0,8.183636363636364,0.007426830075129426,1.1131690511239931
7500,1000,5000,3.0,0.9,2.0,8.284545454545453,0.007430090199121535,1.1129762189310166
7500,1000,5000,3.0,0.9,2.0,8.385454545454545,0.00743331431520536,1.1127854635484677
7500,1000,5000,3.0,0.9,2.0,8.486363636363636,0.007436503047211385,1.1125967530577499
7500,1000,5000,3.0,0.9,2.0,8.587272727272726,0.007439657005935541,1.1124100560165244
7500,1000,5000,3.0,0.9,2.0,8.688181818181818,0.007442776789323679,1.1122253414643484
7500,1000,5000,3.0,0.9,2.0,8.789090909090909,0.007445862982668905,1.1120425789265675
7500,1000,5000,3.0,0.9,2.0,8.889999999999999,0.0074489161588194895,1.111861738416663
7500,1000,5000,3.0,0.9,2.0,8.99090909090909,0.00745193687839542,1.1116827904372593
7500,1000,5000,3.0,0.9,2.0,9.091818181818182,0.007454925690011391,1.1115057059799163
7500,1000,5000,3.0,0.9,2.0,9.192727272727272,0.0074578831305050055,1.1113304565238875
7500,1000,5000,3.0,0.9,2.0,9.293636363636365,0.007460809725168625,1.1111570140339553
7500,1000,5000,3.0,0.9,2.0,9.394545454545456,0.007463705987983479,1.1109853509574625
7500,1000,5000,3.0,0.9,2.0,9.495454545454544,0.007466572421855171,1.1108154402206387
7500,1000,5000,3.0,0.9,2.0,9.596363636363636,0.0074694095188498,1.1106472552243247
7500,1000,5000,3.0,0.9,2.0,9.697272727272727,0.007472217760429336,1.1104807698391779
7500,1000,5000,3.0,0.9,2.0,9.798181818181815,0.007474997617686335,1.110315958400404
7500,1000,5000,3.0,0.9,2.0,9.899090909090908,0.00747774955157666,1.1101527957021358
7500,1000,5000,3.0,0.9,2.0,10.0,0.0074804740131503055,1.1099912569914536
7500,1000,5000,3.0,0.9,3.0,0.01,0.005632032133074024,1.736986810290722
7500,1000,5000,3.0,0.9,3.0,0.1109090909090909,0.0059978565873750455,1.7457864303822324
7500,1000,5000,3.0,0.9,3.0,0.2118181818181818,0.0062460699149522346,1.7462990192181826
7500,1000,5000,3.0,0.9,3.0,0.3127272727272727,0.00642502304389662,1.7439103402585991
7500,1000,5000,3.0,0.9,3.0,0.4136363636363636,0.006558787998512885,1.7404451318620375
7500,1000,5000,3.0,0.9,3.0,0.5145454545454545,0.006661282489786614,1.7366315188949308
7500,1000,5000,3.0,0.9,3.0,0.6154545454545455,0.006741251687198505,1.7327836286667906
7500,1000,5000,3.0,0.9,3.0,0.7163636363636363,0.006804502615860986,1.7290400168004747
7500,1000,5000,3.0,0.9,3.0,0.8172727272727273,0.00685505038299582,1.7254592161423328
7500,1000,5000,3.0,0.9,3.0,0.9181818181818182,0.006895759771675091,1.7220617139697505
7500,1000,5000,3.0,0.9,3.0,1.019090909090909,0.00692872744586053,1.718849620305664
7500,1000,5000,3.0,0.9,3.0,1.12,0.006955520692563601,1.7158163071390722
7500,1000,5000,3.0,0.9,3.0,1.220909090909091,0.006977332292511724,1.7129512716428206
7500,1000,5000,3.0,0.9,3.0,1.3218181818181818,0.006995084155929634,1.7102426234386239
7500,1000,5000,3.0,0.9,3.0,1.4227272727272726,0.007009498514074415,1.7076783508940756
7500,1000,5000,3.0,0.9,3.0,1.5236363636363637,0.007021147935691525,1.7052469457406645
7500,1000,5000,3.0,0.9,3.0,1.6245454545454543,0.007030491161433961,1.7029376862501793
7500,1000,5000,3.0,0.9,3.0,1.7254545454545454,0.007037899224064349,1.7007407385852111
7500,1000,5000,3.0,0.9,3.0,1.8263636363636364,0.007043674781965904,1.6986471627688264
7500,1000,5000,3.0,0.9,3.0,1.9272727272727272,0.007048066627270864,1.6966488706332743
7500,1000,5000,3.0,0.9,3.0,2.028181818181818,0.00705128070873727,1.6947385617873032
7500,1000,5000,3.0,0.9,3.0,2.129090909090909,0.007053488601355851,1.6929096518245434
7500,1000,5000,3.0,0.9,3.0,2.2299999999999995,0.00705483408121594,1.6911562003744074
7500,1000,5000,3.0,0.9,3.0,2.3309090909090906,0.00705543827770414,1.6894728428683443
7500,1000,5000,3.0,0.9,3.0,2.4318181818181817,0.007055403745931525,1.687854727798614
7500,1000,5000,3.0,0.9,3.0,2.5327272727272723,0.00705481771148119,1.6862974600824483
7500,1000,5000,3.0,0.9,3.0,2.6336363636363638,0.007053754674879065,1.684797050514532
7500,1000,5000,3.0,0.9,3.0,2.7345454545454544,0.007052278516541645,1.6833498709676153
7500,1000,5000,3.0,0.9,3.0,2.835454545454545,0.007050444208926446,1.6819526148531565
7500,1000,5000,3.0,0.9,3.0,2.936363636363636,0.00704829921753043,1.6806022623043924
7500,1000,5000,3.0,0.9,3.0,3.037272727272727,0.007045884653712395,1.6792960495485616
7500,1000,5000,3.0,0.9,3.0,3.1381818181818177,0.0070432362282909595,1.6780314419668483
7500,1000,5000,3.0,0.9,3.0,3.239090909090909,0.007040385044246621,1.6768061103851832
7500,1000,5000,3.0,0.9,3.0,3.34,0.007037358258740305,1.6756179101875328
7500,1000,5000,3.0,0.9,3.0,3.4409090909090905,0.007034179638419615,1.6744648628912457
7500,1000,5000,3.0,0.9,3.0,3.541818181818181,0.00703087002714377,1.6733451398688923
7500,1000,5000,3.0,0.9,3.0,3.6427272727272726,0.0070274477414853445,1.6722570479417693
7500,1000,5000,3.0,0.9,3.0,3.743636363636363,0.007023928906402829,1.6711990166064763
7500,1000,5000,3.0,0.9,3.0,3.8445454545454543,0.007020327741138155,1.670169586687884
7500,1000,5000,3.0,0.9,3.0,3.945454545454545,0.007016656803534404,1.6691674002395644
7500,1000,5000,3.0,0.9,3.0,4.046363636363636,0.0070129271994851345,1.6681911915368333
7500,1000,5000,3.0,0.9,3.0,4.147272727272727,0.00700914876303462,1.6672397790283515
7500,1000,5000,3.0,0.9,3.0,4.248181818181818,0.007005330211688416,1.6663120581301325
7500,1000,5000,3.0,0.9,3.0,4.349090909090909,0.007001479280714219,1.665406994761219
7500,1000,5000,3.0,0.9,3.0,4.449999999999999,0.006997602839580069,1.6645236195335489
7500,1000,5000,3.0,0.9,3.0,4.550909090909091,0.00699370699315824,1.663661022519922
7500,1000,5000,3.0,0.9,3.0,4.651818181818181,0.006989797169899151,1.6628183485338077
7500,1000,5000,3.0,0.9,3.0,4.752727272727272,0.0069858781988283505,1.6619947928631738
7500,1000,5000,3.0,0.9,3.0,4.853636363636364,0.00698195437693106,1.6611895974077862
7500,1000,5000,3.0,0.9,3.0,4.954545454545454,0.006978029528247826,1.6604020471757646
7500,1000,5000,3.0,0.9,3.0,5.055454545454545,0.006974107055805326,1.6596314671005756
7500,1000,5000,3.0,0.9,3.0,5.156363636363636,0.00697018998733869,1.6588772191443646
7500,1000,5000,3.0,0.9,3.0,5.257272727272727,0.006966281015622094,1.6581386996576266
7500,1000,5000,3.0,0.9,3.0,5.3581818181818175,0.006962382534106501,1.6574153369687377
7500,1000,5000,3.0,0.9,3.0,5.459090909090909,0.006958496668464061,1.6567065891799828
7500,1000,5000,3.0,0.9,3.0,5.56,0.006954625304554809,1.6560119421493726
7500,1000,5000,3.0,0.9,3.0,5.66090909090909,0.006950770113260641,1.6553309076399274
7500,1000,5000,3.0,0.9,3.0,5.761818181818182,0.00694693257257004,1.654663021620117
7500,1000,5000,3.0,0.9,3.0,5.862727272727272,0.00694311398724687,1.6540078427009905
7500,1000,5000,3.0,0.9,3.0,5.963636363636363,0.006939315506371226,1.6533649506970722
7500,1000,5000,3.0,0.9,3.0,6.064545454545455,0.00693553813900382,1.6527339452995045
7500,1000,5000,3.0,0.9,3.0,6.165454545454545,0.00693178276819229,1.6521144448511342
7500,1000,5000,3.0,0.9,3.0,6.266363636363636,0.00692805016351006,1.6515060852143304
7500,1000,5000,3.0,0.9,3.0,6.367272727272727,0.00692434099229521,1.6509085187232473
7500,1000,5000,3.0,0.9,3.0,6.468181818181818,0.006920655829734899,1.6503214132131223
7500,1000,5000,3.0,0.9,3.0,6.569090909090908,0.0069169951679241,1.649744451119916
7500,1000,5000,3.0,0.9,3.0,6.67,0.006913359424011114,1.649177328644278
7500,1000,5000,3.0,0.9,3.0,6.7709090909090905,0.0069097489475294,1.6486197549744155
7500,1000,5000,3.0,0.9,3.0,6.871818181818181,0.006906164027003005,1.648071451562964
7500,1000,5000,3.0,0.9,3.0,6.972727272727273,0.006902604895903035,1.6475321514534056
7500,1000,5000,3.0,0.9,3.0,7.073636363636363,0.006899071738023616,1.6470015986520365
7500,1000,5000,3.0,0.9,3.0,7.174545454545454,0.0068955646923377955,1.6464795475418488
7500,1000,5000,3.0,0.9,3.0,7.275454545454545,0.0068920838573871155,1.6459657623349753
7500,1000,5000,3.0,0.9,3.0,7.376363636363636,0.006888629295252635,1.6454600165607431
7500,1000,5000,3.0,0.9,3.0,7.477272727272727,0.006885201035149785,1.6449620925865562
7500,1000,5000,3.0,0.9,3.0,7.578181818181818,0.006881799076684815,1.644471781169128
7500,1000,5000,3.0,0.9,3.0,7.679090909090909,0.006878423392806575,1.6439888810337873
7500,1000,5000,3.0,0.9,3.0,7.779999999999999,0.006875073932483625,1.643513198479766
7500,1000,5000,3.0,0.9,3.0,7.880909090909091,0.006871750623133629,1.6430445470095787
7500,1000,5000,3.0,0.9,3.0,7.981818181818181,0.006868453372828975,1.6425827469807346
7500,1000,5000,3.0,0.9,3.0,8.082727272727272,0.006865182072300314,1.6421276252782018
7500,1000,5000,3.0,0.9,3.0,8.183636363636364,0.00686193659675703,1.641679015006149
7500,1000,5000,3.0,0.9,3.0,8.284545454545453,0.0068587168075423,1.6412367551976117
7500,1000,5000,3.0,0.9,3.0,8.385454545454545,0.00685552255363811,1.6408006905408645
7500,1000,5000,3.0,0.9,3.0,8.486363636363636,0.006852353673034335,1.640370671121334
7500,1000,5000,3.0,0.9,3.0,8.587272727272726,0.0068492099939744,1.6399465521780314
7500,1000,5000,3.0,0.9,3.0,8.688181818181818,0.00684609133608889,1.6395281938735136
7500,1000,5000,3.0,0.9,3.0,8.789090909090909,0.006842997511427425,1.639115461076488
7500,1000,5000,3.0,0.9,3.0,8.889999999999999,0.006839928325398065,1.6387082231562438
7500,1000,5000,3.0,0.9,3.0,8.99090909090909,0.00683688357762242,1.6383063537881308
7500,1000,5000,3.0,0.9,3.0,9.091818181818182,0.006833863062714216,1.637909730769394
7500,1000,5000,3.0,0.9,3.0,9.192727272727272,0.0068308665709881,1.637518235844701
7500,1000,5000,3.0,0.9,3.0,9.293636363636365,0.006827893889104845,1.6371317545407653
7500,1000,5000,3.0,0.9,3.0,9.394545454545456,0.006824944800658544,1.636750176009485
7500,1000,5000,3.0,0.9,3.0,9.495454545454544,0.006822019086710936,1.6363733928791024
7500,1000,5000,3.0,0.9,3.0,9.596363636363636,0.006819116526277505,1.6360013011128696
7500,1000,5000,3.0,0.9,3.0,9.697272727272727,0.00681623689676953,1.635633799874792
7500,1000,5000,3.0,0.9,3.0,9.798181818181815,0.006813379974395765,1.6352707914020215
7500,1000,5000,3.0,0.9,3.0,9.899090909090908,0.006810545534527565,1.6349121808834988
7500,1000,5000,3.0,0.9,3.0,10.0,0.00680773335203015,1.6345578763444977
7500,1000,10000,3.0,0.05,0.5,0.01,0.046509912149873364,0.8860015250295481
7500,1000,10000,3.0,0.05,0.5,0.1109090909090909,0.0476868870750775,0.8867936218252505
7500,1000,10000,3.0,0.05,0.5,0.2118181818181818,0.04874291519955246,0.8874894426517574
7500,1000,10000,3.0,0.05,0.5,0.3127272727272727,0.04969749120725047,0.8881145630390547
7500,1000,10000,3.0,0.05,0.5,0.4136363636363636,0.05056602982774797,0.8886841796524358
7500,1000,10000,3.0,0.05,0.5,0.5145454545454545,0.051360876911532856,0.8892082179446635
7500,1000,10000,3.0,0.05,0.5,0.6154545454545455,0.052092042354240226,0.8896936734199328
7500,1000,10000,3.0,0.05,0.5,0.7163636363636363,0.05276773477251085,0.8901457781818974
7500,1000,10000,3.0,0.05,0.5,0.8172727272727273,0.05339475586059877,0.8905686257001243
7500,1000,10000,3.0,0.05,0.5,0.9181818181818182,0.053978794967353486,0.8909655279402507
7500,1000,10000,3.0,0.05,0.5,1.019090909090909,0.05452465200511235,0.8913392321126714
7500,1000,10000,3.0,0.05,0.5,1.12,0.055036408250761816,0.8916920596755082
7500,1000,10000,3.0,0.05,0.5,1.220909090909091,0.055517558774346915,0.892026000050139
7500,1000,10000,3.0,0.05,0.5,1.3218181818181818,0.055971116252750454,0.8923427766723773
7500,1000,10000,3.0,0.05,0.5,1.4227272727272726,0.05639969318664527,0.8926438953711855
7500,1000,10000,3.0,0.05,0.5,1.5236363636363637,0.05680556763170705,0.8929306809768454
7500,1000,10000,3.0,0.05,0.5,1.6245454545454543,0.05719073621121708,0.8932043057835072
7500,1000,10000,3.0,0.05,0.5,1.7254545454545454,0.05755695721870044,0.89346581217714
7500,1000,10000,3.0,0.05,0.5,1.8263636363636364,0.05790578592744279,0.8937161309553167
7500,1000,10000,3.0,0.05,0.5,1.9272727272727272,0.058238603718642964,0.8939560963811297
7500,1000,10000,3.0,0.05,0.5,2.028181818181818,0.058556642267166316,0.8941864587050748
7500,1000,10000,3.0,0.05,0.5,2.129090909090909,0.05886100374584654,0.8944078946861815
7500,1000,10000,3.0,0.05,0.5,2.2299999999999995,0.0591526777999303,0.8946210165067365
7500,1000,10000,3.0,0.05,0.5,2.3309090909090906,0.05943255588414791,0.8948263793797745
7500,1000,10000,3.0,0.05,0.5,2.4318181818181817,0.05970144343292875,0.8950244880807139
7500,1000,10000,3.0,0.05,0.5,2.5327272727272723,0.05996007024001737,0.8952158025850412
7500,1000,10000,3.0,0.05,0.5,2.6336363636363638,0.06020909935033975,0.8954007429571196
7500,1000,10000,3.0,0.05,0.5,2.7345454545454544,0.06044913470938689,0.8955796936072211
7500,1000,10000,3.0,0.05,0.5,2.835454545454545,0.060680727769905324,0.8957530070123264
7500,1000,10000,3.0,0.05,0.5,2.936363636363636,0.06090438321953365,0.8959210069793302
7500,1000,10000,3.0,0.05,0.5,3.037272727272727,0.06112056396411419,0.8960839915158895
7500,1000,10000,3.0,0.05,0.5,3.1381818181818177,0.06132969547815248,0.896242235363441
7500,1000,10000,3.0,0.05,0.5,3.239090909090909,0.06153216961508759,0.8963959922381738
7500,1000,10000,3.0,0.05,0.5,3.34,0.061728347954744994,0.8965454968186704
7500,1000,10000,3.0,0.05,0.5,3.4409090909090905,0.06191856475284701,0.896690966513092
7500,1000,10000,3.0,0.05,0.5,3.541818181818181,0.06210312954719873,0.8968326030338944
7500,1000,10000,3.0,0.05,0.5,3.6427272727272726,0.062282329466710196,0.8969705938040932
7500,1000,10000,3.0,0.05,0.5,3.743636363636363,0.06245643128240803,0.897105113215664
7500,1000,10000,3.0,0.05,0.5,3.8445454545454543,0.06262568323376674,0.8972363237578499
7500,1000,10000,3.0,0.05,0.5,3.945454545454545,0.06279031665882501,0.8973643770307375
7500,1000,10000,3.0,0.05,0.5,4.046363636363636,0.06295054745247967,0.8974894146574103
7500,1000,10000,3.0,0.05,0.5,4.147272727272727,0.06310657737392038,0.8976115691062729
7500,1000,10000,3.0,0.05,0.5,4.248181818181818,0.06325859522127783,0.8977309644336323
7500,1000,10000,3.0,0.05,0.5,4.349090909090909,0.06340677788910928,0.8978477169553702
7500,1000,10000,3.0,0.05,0.5,4.449999999999999,0.0635512913222654,0.897961935855425
7500,1000,10000,3.0,0.05,0.5,4.550909090909091,0.06369229137791056,0.8980737237378633
7500,1000,10000,3.0,0.05,0.5,4.651818181818181,0.06382992460595419,0.898183177128527
7500,1000,10000,3.0,0.05,0.5,4.752727272727272,0.06396432895685546,0.8982903869315015
7500,1000,10000,3.0,0.05,0.5,4.853636363636364,0.06409563442464478,0.8983954388450461
7500,1000,10000,3.0,0.05,0.5,4.954545454545454,0.06422396363205021,0.8984984137411149
7500,1000,10000,3.0,0.05,0.5,5.055454545454545,0.06434943236378299,0.8985993880120946
7500,1000,10000,3.0,0.05,0.5,5.156363636363636,0.06447215005332108,0.8986984338880063
7500,1000,10000,3.0,0.05,0.5,5.257272727272727,0.06459222022790478,0.8987956197270395
7500,1000,10000,3.0,0.05,0.5,5.3581818181818175,0.06470974091591668,0.8988910102819911
7500,1000,10000,3.0,0.05,0.5,5.459090909090909,0.06482480502034571,0.8989846669448924
7500,1000,10000,3.0,0.05,0.5,5.56,0.06493750066162213,0.8990766479718602
7500,1000,10000,3.0,0.05,0.5,5.66090909090909,0.06504791149274727,0.8991670086900223
7500,1000,10000,3.0,0.05,0.5,5.761818181818182,0.06515611698932744,0.8992558016881379
7500,1000,10000,3.0,0.05,0.5,5.862727272727272,0.06526219271683936,0.8993430769923896
7500,1000,10000,3.0,0.05,0.5,5.963636363636363,0.06536621057721109,0.8994288822286762
7500,1000,10000,3.0,0.05,0.5,6.064545454545455,0.06546823903658522,0.8995132627725946
7500,1000,10000,3.0,0.05,0.5,6.165454545454545,0.06556834333593874,0.899596261888175
7500,1000,10000,3.0,0.05,0.5,6.266363636363636,0.06566658568606602,0.8996779208563469
7500,1000,10000,3.0,0.05,0.5,6.367272727272727,0.06576302544827889,0.8997582790940095
7500,1000,10000,3.0,0.05,0.5,6.468181818181818,0.06585771930204636,0.8998373742644942
7500,1000,10000,3.0,0.05,0.5,6.569090909090908,0.06595072140067572,0.899915242380134
7500,1000,10000,3.0,0.05,0.5,6.67,0.06604208351603204,0.8999919178975944
7500,1000,10000,3.0,0.05,0.5,6.7709090909090905,0.06613185517319795,0.9000674338065492
7500,1000,10000,3.0,0.05,0.5,6.871818181818181,0.0662200837758913,0.9001418217122475
7500,1000,10000,3.0,0.05,0.5,6.972727272727273,0.06630681472338194,0.9002151119124389
7500,1000,10000,3.0,0.05,0.5,7.073636363636363,0.06639209151958259,0.9002873334691202
7500,1000,10000,3.0,0.05,0.5,7.174545454545454,0.06647595587492555,0.9003585142755016
7500,1000,10000,3.0,0.05,0.5,7.275454545454545,0.06655844780158457,0.9004286811185519
7500,1000,10000,3.0,0.05,0.5,7.376363636363636,0.06663960570255026,0.9004978597374759
7500,1000,10000,3.0,0.05,0.5,7.477272727272727,0.06671946645502354,0.9005660748784095
7500,1000,10000,3.0,0.05,0.5,7.578181818181818,0.06679806548855256,0.9006333503456476
7500,1000,10000,3.0,0.05,0.5,7.679090909090909,0.0668754368583001,0.9006997090496205
7500,1000,10000,3.0,0.05,0.5,7.779999999999999,0.0669516133137979,0.9007651730518933
7500,1000,10000,3.0,0.05,0.5,7.880909090909091,0.06702662636351367,0.9008297636073804
7500,1000,10000,3.0,0.05,0.5,7.981818181818181,0.06710050633552965,0.9008935012039887
7500,1000,10000,3.0,0.05,0.5,8.082727272727272,0.06717328243460746,0.9009564055998606
7500,1000,10000,3.0,0.05,0.5,8.183636363636364,0.06724498279589164,0.9010184958583972
7500,1000,10000,3.0,0.05,0.5,8.284545454545453,0.06731563453548459,0.9010797903812067
7500,1000,10000,3.0,0.05,0.5,8.385454545454545,0.06738526379810611,0.9011403069391312
7500,1000,10000,3.0,0.05,0.5,8.486363636363636,0.06745389580203555,0.9012000627014654
7500,1000,10000,3.0,0.05,0.5,8.587272727272726,0.067521554881518,0.9012590742635181
7500,1000,10000,3.0,0.05,0.5,8.688181818181818,0.06758826452680305,0.9013173576725919
7500,1000,10000,3.0,0.05,0.5,8.789090909090909,0.06765404742197076,0.9013749284525222
7500,1000,10000,3.0,0.05,0.5,8.889999999999999,0.06771892548068927,0.9014318016268368
7500,1000,10000,3.0,0.05,0.5,8.99090909090909,0.06778291988003624,0.9014879917406577
7500,1000,10000,3.0,0.05,0.5,9.091818181818182,0.06784605109250803,0.9015435128813996
7500,1000,10000,3.0,0.05,0.5,9.192727272727272,0.06790833891633016,0.9015983786983515
7500,1000,10000,3.0,0.05,0.5,9.293636363636365,0.06796980250417556,0.9016526024212315
7500,1000,10000,3.0,0.05,0.5,9.394545454545456,0.06803046039038857,0.9017061968777312
7500,1000,10000,3.0,0.05,0.5,9.495454545454544,0.06809033051680677,0.9017591745101731
7500,1000,10000,3.0,0.05,0.5,9.596363636363636,0.06814943025726475,0.901811547391284
7500,1000,10000,3.0,0.05,0.5,9.697272727272727,0.06820777644085967,0.9018633272391721
7500,1000,10000,3.0,0.05,0.5,9.798181818181815,0.06826538537405176,0.9019145254315385
7500,1000,10000,3.0,0.05,0.5,9.899090909090908,0.06832227286166946,0.90196515301917
7500,1000,10000,3.0,0.05,0.5,10.0,0.06837845422688137,0.9020152207387708
7500,1000,10000,3.0,0.05,2.0,0.01,0.0062912836121476025,0.09187691691509034
7500,1000,10000,3.0,0.05,2.0,0.1109090909090909,0.006330494560377292,0.09210761666297287
7500,1000,10000,3.0,0.05,2.0,0.2118181818181818,0.0063809823847762485,0.09231478460151578
7500,1000,10000,3.0,0.05,2.0,0.3127272727272727,0.006438020610136971,0.09250262568391886
7500,1000,10000,3.0,0.05,2.0,0.4136363636363636,0.006499053917948884,0.09267433752638407
7500,1000,10000,3.0,0.05,2.0,0.5145454545454545,0.0065625832228756705,0.09283239601489378
7500,1000,10000,3.0,0.05,2.0,0.6154545454545455,0.006627665508586185,0.09297875228777877
7500,1000,10000,3.0,0.05,2.0,0.7163636363636363,0.006693671032048374,0.09311496906635544
7500,1000,10000,3.0,0.05,2.0,0.8172727272727273,0.006760157573681413,0.09324231636150544
7500,1000,10000,3.0,0.05,2.0,0.9181818181818182,0.006826801573219876,0.09336183983849713
7500,1000,10000,3.0,0.05,2.0,1.019090909090909,0.006893358483435616,0.09347441052336716
7500,1000,10000,3.0,0.05,2.0,1.12,0.006959638861719287,0.09358076156161729
7500,1000,10000,3.0,0.05,2.0,1.220909090909091,0.007025493304804297,0.0936815158359682
7500,1000,10000,3.0,0.05,2.0,1.3218181818181818,0.0070908025489682695,0.09377720702189515
7500,1000,10000,3.0,0.05,2.0,1.4227272727272726,0.007155470699845083,0.09386829585714235
7500,1000,10000,3.0,0.05,2.0,1.5236363636363637,0.007219420426291401,0.0939551828687937
7500,1000,10000,3.0,0.05,2.0,1.6245454545454543,0.007282589429851116,0.09403821844221613
7500,1000,10000,3.0,0.05,2.0,1.7254545454545454,0.007344927770929121,0.09411771087001905
7500,1000,10000,3.0,0.05,2.0,1.8263636363636364,0.007406395789376495,0.09419393284789511
7500,1000,10000,3.0,0.05,2.0,1.9272727272727272,0.0074669624505368,0.09426712676329238
7500,1000,10000,3.0,0.05,2.0,2.028181818181818,0.007526604004842399,0.09433750903634859
7500,1000,10000,3.0,0.05,2.0,2.129090909090909,0.0075853028847458264,0.09440527370980308
7500,1000,10000,3.0,0.05,2.0,2.2299999999999995,0.0076430467856454685,0.09447059543860696
7500,1000,10000,3.0,0.05,2.0,2.3309090909090906,0.007699827892468368,0.09453363199582025
7500,1000,10000,3.0,0.05,2.0,2.4318181818181817,0.007755642223650825,0.09459452638580843
7500,1000,10000,3.0,0.05,2.0,2.5327272727272723,0.007810489071186157,0.09465340863637665
7500,1000,10000,3.0,0.05,2.0,2.6336363636363638,0.007864370520284379,0.0947103973266901
7500,1000,10000,3.0,0.05,2.0,2.7345454545454544,0.007917291035703048,0.09476560089641357
7500,1000,10000,3.0,0.05,2.0,2.835454545454545,0.007969257104393584,0.09481911877264385
7500,1000,10000,3.0,0.05,2.0,2.936363636363636,0.008020276926053442,0.09487104234426216
7500,1000,10000,3.0,0.05,2.0,3.037272727272727,0.008070360144667848,0.09492145580786762
7500,1000,10000,3.0,0.05,2.0,3.1381818181818177,0.008119517615290584,0.09497043690509197
7500,1000,10000,3.0,0.05,2.0,3.239090909090909,0.008167761201239495,0.09501805756762928
7500,1000,10000,3.0,0.05,2.0,3.34,0.008215103597628542,0.09506438448351538
7500,1000,10000,3.0,0.05,2.0,3.4409090909090905,0.008261558177767015,0.09510947959592517
7500,1000,10000,3.0,0.05,2.0,3.541818181818181,0.008307138859457917,0.09515340054392946
7500,1000,10000,3.0,0.05,2.0,3.6427272727272726,0.008351859988646768,0.09519620105312915
7500,1000,10000,3.0,0.05,2.0,3.743636363636363,0.008395736238220937,0.09523793128287003
7500,1000,10000,3.0,0.05,2.0,3.8445454545454543,0.00843878252005797,0.09527863813570406
7500,1000,10000,3.0,0.05,2.0,3.945454545454545,0.008481013908671575,0.09531836553392396
7500,1000,10000,3.0,0.05,2.0,4.046363636363636,0.008522445575020183,0.0953571546672942
7500,1000,10000,3.0,0.05,2.0,4.147272727272727,0.00856309272922681,0.0953950442155074
7500,1000,10000,3.0,0.05,2.0,4.248181818181818,0.008602970571118121,0.09543207054839957
7500,1000,10000,3.0,0.05,2.0,4.349090909090909,0.008642094247627394,0.09546826790655139
7500,1000,10000,3.0,0.05,2.0,4.449999999999999,0.008680478816225226,0.09550366856453167
7500,1000,10000,3.0,0.05,2.0,4.550909090909091,0.008718139213644943,0.09553830297874884
7500,1000,10000,3.0,0.05,2.0,4.651818181818181,0.008755090229258142,0.0955721999216366
7500,1000,10000,3.0,0.05,2.0,4.752727272727272,0.008791346482536216,0.09560538660364074
7500,1000,10000,3.0,0.05,2.0,4.853636363636364,0.008826922404099163,0.09563788878433996
7500,1000,10000,3.0,0.05,2.0,4.954545454545454,0.008861832219915369,0.09566973087382356
7500,1000,10000,3.0,0.05,2.0,5.055454545454545,0.00889608993826538,0.09570093602535218
7500,1000,10000,3.0,0.05,2.0,5.156363636363636,0.008929709339131453,0.09573152622017049
7500,1000,10000,3.0,0.05,2.0,5.257272727272727,0.008962703965711895,0.09576152234527394
7500,1000,10000,3.0,0.05,2.0,5.3581818181818175,0.008995087117797137,0.09579094426480923
7500,1000,10000,3.0,0.05,2.0,5.459090909090909,0.009026871846773284,0.09581981088573056
7500,1000,10000,3.0,0.05,2.0,5.56,0.00905807095204788,0.09584814021825745
7500,1000,10000,3.0,0.05,2.0,5.66090909090909,0.009088696978715569,0.09587594943162382
7500,1000,10000,3.0,0.05,2.0,5.761818181818182,0.009118762216303027,0.09590325490554572
7500,1000,10000,3.0,0.05,2.0,5.862727272727272,0.009148278698451548,0.09593007227780434
7500,1000,10000,3.0,0.05,2.0,5.963636363636363,0.009177258203411368,0.09595641648828825
7500,1000,10000,3.0,0.05,2.0,6.064545454545455,0.009205712255237274,0.09598230181980841
7500,1000,10000,3.0,0.05,2.0,6.165454545454545,0.009233652125587268,0.09600774193596132
7500,1000,10000,3.0,0.05,2.0,6.266363636363636,0.009261088836038258,0.09603274991630387
7500,1000,10000,3.0,0.05,2.0,6.367272727272727,0.009288033160841884,0.09605733828905402
7500,1000,10000,3.0,0.05,2.0,6.468181818181818,0.009314495630053416,0.09608151906153381
7500,1000,10000,3.0,0.05,2.0,6.569090909090908,0.009340486532974158,0.09610530374853146
7500,1000,10000,3.0,0.05,2.0,6.67,0.009366015921854704,0.09612870339875877
7500,1000,10000,3.0,0.05,2.0,6.7709090909090905,0.00939109361581312,0.09615172861955006
7500,1000,10000,3.0,0.05,2.0,6.871818181818181,0.0094157292049272,0.09617438959994366
7500,1000,10000,3.0,0.05,2.0,6.972727272727273,0.009439932054464969,0.09619669613227269
